Title	Register type	Register	Division factor	Unit	Size of variable	Min value	Max value	Default value
Fan speed (EB100)	MODBUS_INPUT_REGISTER	936	1	rpm	5	0	0	0
Max fan speed (EB100)	MODBUS_INPUT_REGISTER	937	1	rpm	5	0	0	0
Min fan speed (EB100)	MODBUS_INPUT_REGISTER	938	1	rpm	5	0	0	0
Max compressor speed (EB100)	MODBUS_INPUT_REGISTER	939	10	Hz	5	0	0	0
Min compressor speed (EB100)	MODBUS_INPUT_REGISTER	940	10	Hz	5	0	0	0
Power (EB100)	MODBUS_INPUT_REGISTER	941	10	kW	5	0	0	0
Time to defrosting (EB100)	MODBUS_INPUT_REGISTER	942	1	min	5	0	0	0
Defrosting index (EB100)	MODBUS_INPUT_REGISTER	943	1		5	0	0	0
Superheat reference (EEV)(EB100)	MODBUS_INPUT_REGISTER	944	10	°C	2	0	0	0
Superheat EEV (EB100)	MODBUS_INPUT_REGISTER	945	10	°C	2	0	0	0
EEV-ssh-error EB100)	MODBUS_INPUT_REGISTER	946	10	°C	2	0	0	0
Superheat temp. reference (EEV)(EB100)	MODBUS_INPUT_REGISTER	947	10	°C	2	0	0	0
Set point value EEV (EB100)	MODBUS_INPUT_REGISTER	948	10	°C	2	0	0	0
EEV PV (EB100)	MODBUS_INPUT_REGISTER	949	10	°C	2	0	0	0
EEV-te-error average open (EB100)	MODBUS_INPUT_REGISTER	950	10	°C	2	0	0	0
Opening degree EEV (EB100)	MODBUS_INPUT_REGISTER	951	1		5	0	0	0
Superheat reference EVI (EB100)	MODBUS_INPUT_REGISTER	952	10	°C	2	0	0	0
Superheat EVI (EB100)	MODBUS_INPUT_REGISTER	953	10	°C	2	0	0	0
EEV-ssh-error (EVI)(EB100)	MODBUS_INPUT_REGISTER	954	10	°C	2	0	0	0
Superheat temp. reference (EVI)(EB100)	MODBUS_INPUT_REGISTER	955	10	°C	2	0	0	0
Set point value EVI (EB100)	MODBUS_INPUT_REGISTER	956	10	°C	2	0	0	0
EVI PV (EB100)	MODBUS_INPUT_REGISTER	957	10	°C	2	0	0	0
EEV-te-error average open (EVI)(EB100)	MODBUS_INPUT_REGISTER	958	10	°C	2	0	0	0
Opening degree EVI EB100)	MODBUS_INPUT_REGISTER	959	1		5	0	0	0
Wind speed, weather forecast	MODBUS_INPUT_REGISTER	960	10		5	0	0	0
Humidity, weather forecast	MODBUS_INPUT_REGISTER	961	10	%	5	0	0	0
Temperature, weather forecast	MODBUS_INPUT_REGISTER	962	10	°C	2	0	0	0
Temperature, weather data (forecast)	MODBUS_INPUT_REGISTER	963	10	°C	2	0	0	0
Smart energy source, priority select. in hot water	MODBUS_INPUT_REGISTER	991	1		4	0	0	0
Outd. air heat pump, inverter, limits	MODBUS_INPUT_REGISTER	992	1		4	0	0	0
Outd. air heat pump, inverter, speed reducing	MODBUS_INPUT_REGISTER	993	1		4	0	0	0
Serial index (EB100)	MODBUS_INPUT_REGISTER	1011	1		4	0	0	0
Alarm incompatible (heat pump)	MODBUS_INPUT_REGISTER	1012	1		5	0	0	0
Limit DM	MODBUS_HOLDING_REGISTER	18	10	DM	2	-30000	30000	0
Calculated supply climate system 1	MODBUS_INPUT_REGISTER	1017	10	°C	2	0	0	0
Class 1 alarm	MODBUS_INPUT_REGISTER	2195	1		4	0	0	0
Frost protection status	MODBUS_INPUT_REGISTER	1018	1		5	0	0	0
Cooling status	MODBUS_INPUT_REGISTER	1019	1		4	0	0	0
id:1726	MODBUS_HOLDING_REGISTER	2757	1		2	0	30000	0
Total run time additional heat	MODBUS_INPUT_REGISTER	1025	10	h	3	0	1000000	0
Power internal additional heat	MODBUS_INPUT_REGISTER	1027	100	kW	2	0	0	0
id:1757	MODBUS_HOLDING_REGISTER	2758	1		4	0	1	0
Priority	MODBUS_INPUT_REGISTER	1028	1		4	0	0	0
Operating mode internal add. heat	MODBUS_INPUT_REGISTER	1029	1		4	0	0	0
Oper. mode shunt climate system 4	MODBUS_INPUT_REGISTER	1030	1		4	0	0	0
Oper. mode shunt climate system 3	MODBUS_INPUT_REGISTER	1031	1		4	0	0	0
Oper. mode shunt climate system 2	MODBUS_INPUT_REGISTER	1032	1		4	0	0	0
Oper. mode shunt climate system 1	MODBUS_INPUT_REGISTER	1033	1		4	0	0	0
Operating. mode shunt controlled additional heat	MODBUS_INPUT_REGISTER	1034	1		4	0	0	0
Fan mode 1	MODBUS_INPUT_REGISTER	1037	1	%	4	0	0	0
Current hot water mode	MODBUS_INPUT_REGISTER	1038	1		1	0	0	0
Blocking cooling	MODBUS_INPUT_REGISTER	1053	1		4	0	0	0
External adjustment climate system 4	MODBUS_INPUT_REGISTER	1054	1		4	0	0	0
External adjustment climate system 3	MODBUS_INPUT_REGISTER	1055	1		4	0	0	0
External adjustment climate system 2	MODBUS_INPUT_REGISTER	1056	1		4	0	0	0
External adjustment climate system 1	MODBUS_INPUT_REGISTER	1057	1		4	0	0	0
External blocking	MODBUS_INPUT_REGISTER	1058	1		4	0	0	0
Step controlled add. heat blocking	MODBUS_INPUT_REGISTER	1062	1		4	0	0	0
Energy meter	MODBUS_INPUT_REGISTER	1067	10	kWh	6	0	9999999	0
Total HW run time additional heat	MODBUS_INPUT_REGISTER	1069	10	h	3	0	9999999	0
More hot water status	MODBUS_INPUT_REGISTER	1078	1		4	0	0	0
Holiday function status	MODBUS_HOLDING_REGISTER	19	1		1	0	0	0
Heating medium pump speed (GP1)	MODBUS_INPUT_REGISTER	1102	1	%	4	0	0	0
Docked compressors heating	MODBUS_INPUT_REGISTER	1108	1		4	0	0	0
Docked compressors hot water	MODBUS_INPUT_REGISTER	1109	1		4	0	0	0
Docked compressors pool 1	MODBUS_INPUT_REGISTER	1110	1		4	0	0	0
Reversing valve hot water (QN10)	MODBUS_INPUT_REGISTER	2196	1		4	0	0	0
Operating mode step controlled additional heat	MODBUS_INPUT_REGISTER	1115	1		4	0	0	0
Relay status, base board (EB100-EP14)	MODBUS_INPUT_REGISTER	1117	1		4	0	0	0
Relay status, imm. heat. board (EB100-EP14)	MODBUS_INPUT_REGISTER	1119	1		4	0	0	0
Current status	MODBUS_INPUT_REGISTER	1120	1		6	0	0	0
Functionality, heat pump (EP14)	MODBUS_INPUT_REGISTER	1122	1		6	0	0	0
Active heat pumps	MODBUS_INPUT_REGISTER	1124	1		5	0	0	0
Functionality, heat pump (EP15)	MODBUS_INPUT_REGISTER	1125	1		6	0	0	0
Operating mode HW comfort	MODBUS_INPUT_REGISTER	1129	1		4	0	0	0
Operating mode HW comfort additional heat	MODBUS_INPUT_REGISTER	1130	1		4	0	0	0
Blocked	MODBUS_INPUT_REGISTER	1132	1		4	0	0	0
Pool 1 (QN19)	MODBUS_INPUT_REGISTER	1134	1		4	0	0	0
Heat pump type (EB100)	MODBUS_INPUT_REGISTER	1497	1		4	0	0	0
Compressor size (EB100)	MODBUS_INPUT_REGISTER	1498	1		4	0	0	0
Compressor, requested (EB101-EP14)	MODBUS_INPUT_REGISTER	1556	1		4	0	0	0
Cooling blocking	MODBUS_INPUT_REGISTER	1559	1		4	0	0	0
Date, periodic hot water	MODBUS_INPUT_REGISTER	1561	1		-	-	-	-
Blocked compressors	MODBUS_INPUT_REGISTER	2174	1		6	0	0	0
Cooling degree minutes	MODBUS_HOLDING_REGISTER	20	10	DM	2	-30000	30000	0
Hot water, including int. add. heat	MODBUS_INPUT_REGISTER	1575	10	kWh	6	0	9999999	0
Heating, including int. add. heat	MODBUS_INPUT_REGISTER	1577	10	kWh	6	0	9999999	0
Hot water, compressor only	MODBUS_INPUT_REGISTER	1583	10	kWh	6	0	9999999	0
Heating, compressor only	MODBUS_INPUT_REGISTER	1585	10	kWh	6	0	9999999	0
id:2728	MODBUS_HOLDING_REGISTER	3099	1		3	0	9999999	0
Speed (GP12)	MODBUS_INPUT_REGISTER	1589	1	%	4	0	0	0
id:2793	MODBUS_INPUT_REGISTER	1637	1	%	4	0	0	0
Frost protection heat exchanger heat pump 1	MODBUS_INPUT_REGISTER	1638	1		4	0	0	0
