Title	Register type	Register	Division factor	Unit	Size of variable	Min value	Max value	Default value
Kollektor in (AZ11-BT26)	MODBUS_INPUT_REGISTER	68	10	°C	2	0	0	0
Kollektor ut (AZ13-BT27)	MODBUS_INPUT_REGISTER	69	10	°C	2	0	0	0
Kollektor ut (AZ12-BT27)	MODBUS_INPUT_REGISTER	70	10	°C	2	0	0	0
Kollektor ut (AZ11-BT27)	MODBUS_INPUT_REGISTER	71	10	°C	2	0	0	0
Retur­ledning (EP23-BT3)	MODBUS_INPUT_REGISTER	75	10	°C	2	0	0	0
Retur­ledning (EP22-BT3)	MODBUS_INPUT_REGISTER	76	10	°C	2	0	0	0
Retur­ledning (EP21-BT3)	MODBUS_INPUT_REGISTER	77	10	°C	2	0	0	0
Retur­ledning (EP15-BT3)	MODBUS_INPUT_REGISTER	78	10	°C	2	0	0	0
Olje­temperatur (BT29)	MODBUS_INPUT_REGISTER	86	10	°C	2	0	0	0
Utgående varm­vatten (BT70)	MODBUS_INPUT_REGISTER	87	10	°C	2	0	0	0
Kollektor (EQ1-BT57)	MODBUS_INPUT_REGISTER	90	10	°C	2	0	0	0
Värme­dump (EQ1-BT75)	MODBUS_INPUT_REGISTER	91	10	°C	2	0	0	0
Fram­ledning (EP47-BT2)	MODBUS_INPUT_REGISTER	94	10	°C	2	0	0	0
Fram­ledning (EP46-BT2)	MODBUS_INPUT_REGISTER	95	10	°C	2	0	0	0
Fram­ledning (EP45-BT2)	MODBUS_INPUT_REGISTER	96	10	°C	2	0	0	0
Fram­ledning (EP44-BT2)	MODBUS_INPUT_REGISTER	97	10	°C	2	0	0	0
Retur­ledning (EP47-BT3)	MODBUS_INPUT_REGISTER	98	10	°C	2	0	0	0
Retur­ledning (EP46-BT3)	MODBUS_INPUT_REGISTER	99	10	°C	2	0	0	0
Retur­ledning (EP45-BT3)	MODBUS_INPUT_REGISTER	100	10	°C	2	0	0	0
Retur­ledning (EP44-BT3)	MODBUS_INPUT_REGISTER	101	10	°C	2	0	0	0
Köldbärare in (EP10-BT26)	MODBUS_INPUT_REGISTER	106	10	°C	2	0	0	0
id:149	MODBUS_INPUT_REGISTER	108	10	°C	2	0	0	0
Rums­medel­temperatur klimat­system 8 (BT50)	MODBUS_INPUT_REGISTER	109	10	°C	2	0	0	0
Rums­medel­temperatur klimat­system 7 (BT50)	MODBUS_INPUT_REGISTER	110	10	°C	2	0	0	0
Rums­medel­temperatur klimat­system 6 (BT50)	MODBUS_INPUT_REGISTER	111	10	°C	2	0	0	0
Rums­medel­temperatur klimat­system 5 (BT50)	MODBUS_INPUT_REGISTER	112	10	°C	2	0	0	0
Rums­medel­temperatur klimat­system 4 (BT50)	MODBUS_INPUT_REGISTER	113	10	°C	2	0	0	0
Rums­medel­temperatur klimat­system 3 (BT50)	MODBUS_INPUT_REGISTER	114	10	°C	2	0	0	0
Rums­medel­temperatur klimat­system 2 (BT50)	MODBUS_INPUT_REGISTER	115	10	°C	2	0	0	0
Rums­medel­temperatur klimat­system 1 (BT50)	MODBUS_INPUT_REGISTER	116	10	°C	2	0	0	0
Extern kyl­fram­lednings­temperatur (BT25)	MODBUS_INPUT_REGISTER	119	10	°C	2	0	0	0
Drift­läge shunt klimat­system 8	MODBUS_INPUT_REGISTER	129	1		4	0	0	0
Drift­läge shunt klimat­system 7	MODBUS_INPUT_REGISTER	130	1		4	0	0	0
Drift­läge shunt klimat­system 6	MODBUS_INPUT_REGISTER	131	1		4	0	0	0
Drift­läge shunt klimat­system 5	MODBUS_INPUT_REGISTER	132	1		4	0	0	0
id:246	MODBUS_INPUT_REGISTER	133	1		4	0	0	0
Relä­status (ERS 1)	MODBUS_INPUT_REGISTER	134	1		4	0	0	0
Fläkt­hastighet (AZ30-GQ2)	MODBUS_INPUT_REGISTER	135	1	%	4	0	0	0
Fläkt­hastighet (AZ30-GQ3)	MODBUS_INPUT_REGISTER	136	1	%	4	0	0	0
Aktuell varm­vatten­läge kontrolleras av	MODBUS_INPUT_REGISTER	137	1		1	0	0	0
Inverter­begränsnings­status	MODBUS_INPUT_REGISTER	138	1		4	0	0	0
Inverter drive status	MODBUS_INPUT_REGISTER	139	1		5	0	0	0
Inverterfel nollställt	MODBUS_HOLDING_REGISTER	2755	1		5	1	1	1
Begärd kompressor­frekvens	MODBUS_INPUT_REGISTER	140	1	Hz	5	0	0	0
Max kompressor­frekvens, upp­värmning	MODBUS_INPUT_REGISTER	141	100	Hz	5	0	0	0
Inverter larm­kod	MODBUS_INPUT_REGISTER	142	1		5	0	0	0
Inverter larm­kod	MODBUS_INPUT_REGISTER	143	1		5	0	0	0
Inverter kör­kommando	MODBUS_INPUT_REGISTER	144	1		5	0	0	0
Inverter pic. version	MODBUS_INPUT_REGISTER	145	1		5	0	0	0
Inverter 8051 version	MODBUS_INPUT_REGISTER	146	1		5	0	0	0
Inverter wizard	MODBUS_INPUT_REGISTER	147	1		5	0	0	0
Inverter version (MCE)	MODBUS_INPUT_REGISTER	148	1		5	0	0	0
Inverter hw version	MODBUS_INPUT_REGISTER	149	1		5	0	0	0
Inverter hw typ	MODBUS_INPUT_REGISTER	150	1		5	0	0	0
Extern justering klimat­system 8	MODBUS_INPUT_REGISTER	151	1		4	0	0	0
Extern justering klimat­system 7	MODBUS_INPUT_REGISTER	152	1		4	0	0	0
Extern justering klimat­system 6	MODBUS_INPUT_REGISTER	153	1		4	0	0	0
Extern justering klimat­system 5	MODBUS_INPUT_REGISTER	154	1		4	0	0	0
Klimat­system 8	MODBUS_INPUT_REGISTER	156	1		4	0	0	0
Klimat­system 7	MODBUS_INPUT_REGISTER	157	1		4	0	0	0
Klima­tsystem 6	MODBUS_INPUT_REGISTER	158	1		4	0	0	0
Klimat­system 5	MODBUS_INPUT_REGISTER	159	1		4	0	0	0
Extra kyla	MODBUS_INPUT_REGISTER	160	1		4	0	0	0
Varm­vatten­komfort retur (BT82)	MODBUS_INPUT_REGISTER	174	10	°C	2	0	0	0
Varm­vatten­komfort beredare (BT83)	MODBUS_INPUT_REGISTER	175	10	°C	2	0	0	0
Kompressor total tid kyla, värmepump 8 (EP15)	MODBUS_INPUT_REGISTER	177	1	h	6	0	0	0
Kompressor total tid pool, värmepump 8 (EP15)	MODBUS_INPUT_REGISTER	179	1	h	6	0	0	0
Kompressor total tid pool 2, värmepump 8(EP15)	MODBUS_INPUT_REGISTER	181	1	h	6	0	0	0
Kompressor total tid kyla, värmepump 8 (EP14)	MODBUS_INPUT_REGISTER	183	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool, värmepump 8 (EP14)	MODBUS_INPUT_REGISTER	185	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool 2, värmepump 8 (EP14)	MODBUS_INPUT_REGISTER	187	1	h	6	-2147483648	2147483647	0
Kompressor total tid kyla, värmepump 7 (EP15)	MODBUS_INPUT_REGISTER	189	1	h	6	0	0	0
Kompressor total tid pool, värmepump 7 (EP15)	MODBUS_INPUT_REGISTER	191	1	h	6	0	0	0
Kompressor total tid pool 2, värmepump 7(EP15)	MODBUS_INPUT_REGISTER	193	1	h	6	0	0	0
Kompressor total tid kyla, värmepump 7 (EP14)	MODBUS_INPUT_REGISTER	195	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool, värmepump 7 (EP14)	MODBUS_INPUT_REGISTER	197	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool 2, värmepump 7 (EP14)	MODBUS_INPUT_REGISTER	199	1	h	6	-2147483648	2147483647	0
Kompressor total tid kyla, värmepump 6 (EP15)	MODBUS_INPUT_REGISTER	201	1	h	6	0	0	0
Kompressor total tid pool, värmepump 6 (EP15)	MODBUS_INPUT_REGISTER	203	1	h	6	0	0	0
Kompressor total tid pool 2, värmepump 6(EP15)	MODBUS_INPUT_REGISTER	205	1	h	6	0	0	0
Kompressor total tid kyla, värmepump 6 (EP14)	MODBUS_INPUT_REGISTER	207	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool, värmepump 6 (EP14)	MODBUS_INPUT_REGISTER	209	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool 2, värmepump 6 (EP14)	MODBUS_INPUT_REGISTER	211	1	h	6	-2147483648	2147483647	0
Kompressor total tid kyla, värmepump 5 (EP15)	MODBUS_INPUT_REGISTER	213	1	h	6	0	0	0
Kompressor total tid pool, värmepump 5 (EP15)	MODBUS_INPUT_REGISTER	215	1	h	6	0	0	0
Kompressor total tid pool 2, värmepump 5(EP15)	MODBUS_INPUT_REGISTER	217	1	h	6	0	0	0
Kompressor total tid kyla, värmepump 5 (EP14)	MODBUS_INPUT_REGISTER	219	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool, värmepump 5 (EP14)	MODBUS_INPUT_REGISTER	221	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool 2, värmepump 5 (EP14)	MODBUS_INPUT_REGISTER	223	1	h	6	-2147483648	2147483647	0
Kompressor total tid kyla, värmepump 4 (EP15)	MODBUS_INPUT_REGISTER	225	1	h	6	0	0	0
Kompressor total tid pool, värmepump 4 (EP15)	MODBUS_INPUT_REGISTER	227	1	h	6	0	0	0
Kompressor total tid pool 2, värmepump 4(EP15)	MODBUS_INPUT_REGISTER	229	1	h	6	0	0	0
Kompressor total tid kyla, värmepump 4 (EP14)	MODBUS_INPUT_REGISTER	231	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool, värmepump 4 (EP14)	MODBUS_INPUT_REGISTER	233	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool 2, värmepump 4 (EP14)	MODBUS_INPUT_REGISTER	235	1	h	6	-2147483648	2147483647	0
Kompressor total tid kyla, värmepump 3 (EP15)	MODBUS_INPUT_REGISTER	237	1	h	6	0	0	0
Kompressor total tid pool, värmepump 3 (EP15)	MODBUS_INPUT_REGISTER	239	1	h	6	0	0	0
Kompressor total tid pool 2, värmepump 3(EP15)	MODBUS_INPUT_REGISTER	241	1	h	6	0	0	0
Kompressor total tid kyla, värmepump 3 (EP14)	MODBUS_INPUT_REGISTER	243	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool, värmepump 3 (EP14)	MODBUS_INPUT_REGISTER	245	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool 2, värmepump 3 (EP14)	MODBUS_INPUT_REGISTER	247	1	h	6	-2147483648	2147483647	0
Kompressor total tid kyla, värmepump 2 (EP15)	MODBUS_INPUT_REGISTER	249	1	h	6	0	0	0
Kompressor total tid pool, värmepump 2 (EP15)	MODBUS_INPUT_REGISTER	251	1	h	6	0	0	0
Kompressor total tid pool 2, värmepump 2(EP15)	MODBUS_INPUT_REGISTER	253	1	h	6	0	0	0
Kompressor total tid kyla, värmepump 2 (EP14)	MODBUS_INPUT_REGISTER	255	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool, värmepump 2 (EP14)	MODBUS_INPUT_REGISTER	257	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool 2, värmepump 2 (EP14)	MODBUS_INPUT_REGISTER	259	1	h	6	-2147483648	2147483647	0
Kompressor total tid kyla, värmepump 1 (EP15)	MODBUS_INPUT_REGISTER	261	1	h	6	0	0	0
Kompressor total tid pool, värmepump 1 (EP15)	MODBUS_INPUT_REGISTER	263	1	h	6	0	0	0
Kompressor total tid pool 2, värmepump 1(EP15)	MODBUS_INPUT_REGISTER	265	1	h	6	0	0	0
id:599	MODBUS_INPUT_REGISTER	267	1	h	6	-2147483648	2147483647	0
id:600	MODBUS_INPUT_REGISTER	269	1	h	6	-2147483648	2147483647	0
id:601	MODBUS_INPUT_REGISTER	271	1	h	6	-2147483648	2147483647	0
Kompressor total tid kyla, huvudenhet (EP14)	MODBUS_INPUT_REGISTER	279	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool, huvudenhet (EP14)	MODBUS_INPUT_REGISTER	281	1	h	6	-2147483648	2147483647	0
Kompressor total tid pool 2, huvudenhet (EP14)	MODBUS_INPUT_REGISTER	283	1	h	6	-2147483648	2147483647	0
Värme­pump 8 begärd kompressor­frekvens	MODBUS_INPUT_REGISTER	294	1	Hz	4	0	0	0
Värme­pump 7 begärd kompressor­frekvens	MODBUS_INPUT_REGISTER	295	1	Hz	4	0	0	0
Värme­pump 6 begärd kompressor­frekvens	MODBUS_INPUT_REGISTER	296	1	Hz	4	0	0	0
Värme­pump 5 begärd kompressor­frekvens	MODBUS_INPUT_REGISTER	297	1	Hz	4	0	0	0
Värme­pump 4 begärd kompressor­frekvens	MODBUS_INPUT_REGISTER	298	1	Hz	4	0	0	0
Värme­pump 3 begärd kompressor­frekvens	MODBUS_INPUT_REGISTER	299	1	Hz	4	0	0	0
Värme­pump 2 begärd kompressor­frekvens	MODBUS_INPUT_REGISTER	300	1	Hz	4	0	0	0
Värme­pump 1 begärd kompressor­frekvens	MODBUS_INPUT_REGISTER	301	1	Hz	4	0	0	0
Frys­skydd värme­växlare värme­pump 8	MODBUS_INPUT_REGISTER	303	1		4	0	0	0
Frys­skydd värme­växlare värme­pump 7	MODBUS_INPUT_REGISTER	304	1		4	0	0	0
Frys­skydd värme­växlare värme­pump 6	MODBUS_INPUT_REGISTER	305	1		4	0	0	0
Frys­skydd värme­växlare värme­pump 5	MODBUS_INPUT_REGISTER	306	1		4	0	0	0
Frys­skydd värme­växlare värme­pump 4	MODBUS_INPUT_REGISTER	307	1		4	0	0	0
Frys­skydd värme­växlare värme­pump 3	MODBUS_INPUT_REGISTER	308	1		4	0	0	0
Frys­skydd värme­växlare värme­pump 2	MODBUS_INPUT_REGISTER	309	1		4	0	0	0
Status (OPT)	MODBUS_INPUT_REGISTER	311	1		4	0	0	0
Version (OPT)	MODBUS_INPUT_REGISTER	312	1		5	0	0	0
OPT relä, modulation nivå	MODBUS_INPUT_REGISTER	313	10	%	2	0	0	0
OPT drifttid	MODBUS_INPUT_REGISTER	315	1	h	5	0	0	0
Kompressor­begränsningar	MODBUS_INPUT_REGISTER	2021	1		6	0	0	0
Till­gängliga kompressorer värme	MODBUS_INPUT_REGISTER	317	1		4	0	0	0
Till­gängliga kompressorer varm­vatten	MODBUS_INPUT_REGISTER	318	1		4	0	0	0
Till­gängliga kompressorer pool 1	MODBUS_INPUT_REGISTER	319	1		4	0	0	0
Till­gängliga kompressorer pool 2	MODBUS_INPUT_REGISTER	320	1		4	0	0	0
Till­gängliga kompressorer kyla	MODBUS_INPUT_REGISTER	321	1		4	0	0	0
Till­gängliga kompressorer extern styrning	MODBUS_INPUT_REGISTER	322	1		4	0	0	0
+Adjust, port	MODBUS_INPUT_REGISTER	327	1		4	0	0	0
+Adjust, driftläge	MODBUS_INPUT_REGISTER	328	1		4	0	0	0
+Adjust, komfort	MODBUS_INPUT_REGISTER	329	1		4	0	0	0
+Adjust, parallell justering	MODBUS_INPUT_REGISTER	330	1		1	0	0	0
+Adjust, fuktighet	MODBUS_INPUT_REGISTER	331	10	%RH	2	0	0	0
+Adjust, inomhustemperatur	MODBUS_INPUT_REGISTER	332	10	°C	2	0	0	0
+Adjust, utomhustemperatur	MODBUS_INPUT_REGISTER	333	10	°C	2	0	0	0
+Adjust, version	MODBUS_INPUT_REGISTER	334	1		5	0	0	0
+Adjust, aktiv	MODBUS_INPUT_REGISTER	335	1		4	0	0	0
+Adjust, behov	MODBUS_INPUT_REGISTER	336	1		4	0	0	0
+Adjust, parallell faktor	MODBUS_HOLDING_REGISTER	1	1		1	1	10	5
+Adjust, Parallell (minsta-högsta)	MODBUS_HOLDING_REGISTER	2	1		1	1	100	100
Fram­lednings­temperatur (BT64)	MODBUS_INPUT_REGISTER	337	10	°C	2	0	0	0
Värmepump funktionalitet 2	MODBUS_INPUT_REGISTER	338	1		6	0	0	0
Status (EQ1)	MODBUS_INPUT_REGISTER	340	1		4	0	0	0
Status värmedumpshunt (EQ1)	MODBUS_INPUT_REGISTER	341	1		4	0	0	0
Grad­minuter	MODBUS_HOLDING_REGISTER	11	10	GM	3	-30000	30000	0
Blockering (ERS 1)	MODBUS_INPUT_REGISTER	358	1		4	0	0	0
AZ30-EB17	MODBUS_INPUT_REGISTER	359	1		4	0	0	0
id:803	MODBUS_INPUT_REGISTER	377	1		6	0	2147483647	0
id:804	MODBUS_INPUT_REGISTER	379	1		6	0	0	0
id:805	MODBUS_INPUT_REGISTER	381	1		6	0	2147483647	0
id:806	MODBUS_INPUT_REGISTER	383	1		6	0	0	0
Sekunder kvar på blanktid, laddpump 8	MODBUS_INPUT_REGISTER	385	1		4	0	0	0
Sekunder kvar på blanktid, laddpump 7	MODBUS_INPUT_REGISTER	386	1		4	0	0	0
Sekunder kvar på blanktid, laddpump 6	MODBUS_INPUT_REGISTER	387	1		4	0	0	0
Sekunder kvar på blanktid, laddpump 5	MODBUS_INPUT_REGISTER	388	1		4	0	0	0
Sekunder kvar på blanktid, laddpump 4	MODBUS_INPUT_REGISTER	389	1		4	0	0	0
Sekunder kvar på blanktid, laddpump 3	MODBUS_INPUT_REGISTER	390	1		4	0	0	0
Sekunder kvar på blanktid, laddpump 2	MODBUS_INPUT_REGISTER	391	1		4	0	0	0
Sekunder kvar på blanktid, laddpump 1	MODBUS_INPUT_REGISTER	392	1		4	0	0	0
Inverter min hastighet	MODBUS_INPUT_REGISTER	394	1		5	0	0	0
Inverter max hastighet	MODBUS_INPUT_REGISTER	395	1		5	0	0	0
Max fläkthastighet (EB101)	MODBUS_INPUT_REGISTER	402	1	rpm	5	0	0	0
Min fläkthastighet (EB101)	MODBUS_INPUT_REGISTER	403	1	rpm	5	0	0	0
Effekt (EB101)	MODBUS_INPUT_REGISTER	406	10	kW	5	0	0	0
Tid till avfrostning (EB101)	MODBUS_INPUT_REGISTER	407	1	min	5	0	0	0
Avfrostning index (EB101)	MODBUS_INPUT_REGISTER	408	1		5	0	0	0
Superheat referens EEV (EB101)	MODBUS_INPUT_REGISTER	409	10	°C	2	0	0	0
Superheat EEV (EB101)	MODBUS_INPUT_REGISTER	410	10	°C	2	0	0	0
EEV-ssh-error (EB101)	MODBUS_INPUT_REGISTER	411	10	°C	2	0	0	0
Superheat temperatur referens EEV (EB101)	MODBUS_INPUT_REGISTER	412	10	°C	2	0	0	0
Börvärde EEV (EB101)	MODBUS_INPUT_REGISTER	413	10	°C	2	0	0	0
EEV PV (EB101)	MODBUS_INPUT_REGISTER	414	10	°C	2	0	0	0
EEV-te-error genomsnitt öppen (EB101)	MODBUS_INPUT_REGISTER	415	10	°C	2	0	0	0
Öppningsgrad EEV (EB101)	MODBUS_INPUT_REGISTER	416	1		5	0	0	0
Superheat referens EVI (EB101)	MODBUS_INPUT_REGISTER	417	10	°C	2	0	0	0
Superheat EVI (EB101)	MODBUS_INPUT_REGISTER	418	10	°C	2	0	0	0
EEV-ssh-error (EVI)(EB101)	MODBUS_INPUT_REGISTER	419	10	°C	2	0	0	0
Superheat temperatur referens EVI (EB101)	MODBUS_INPUT_REGISTER	420	10	°C	2	0	0	0
Börvärde EVI (EB101)	MODBUS_INPUT_REGISTER	421	10	°C	2	0	0	0
EVI PV (EB101)	MODBUS_INPUT_REGISTER	422	10	°C	2	0	0	0
EEV-te-error genomsnitt öppen i (EVI)(EB101)	MODBUS_INPUT_REGISTER	423	10	°C	2	0	0	0
Öppningsgrad EVI (EB101)	MODBUS_INPUT_REGISTER	424	1		5	0	0	0
id:859	MODBUS_INPUT_REGISTER	426	10	%RH	2	0	0	0
id:861	MODBUS_INPUT_REGISTER	427	1		6	0	0	0
id:862	MODBUS_INPUT_REGISTER	429	1		5	0	0	0
Lågtryck (EB108 BP8 dew)	MODBUS_INPUT_REGISTER	438	10	°C	2	0	0	0
Högtryck (EB108 BP9 dew)	MODBUS_INPUT_REGISTER	439	10	°C	2	0	0	0
In­sprutning (EB108-BT81)	MODBUS_INPUT_REGISTER	440	10	°C	2	0	0	0
Tryck­givare, in­sprutning (EB108-BP11)	MODBUS_INPUT_REGISTER	441	10		2	0	0	0
EVI tryck (EB108-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	442	10	°C	2	0	0	0
Fläktstatus (EB108-EP14)	MODBUS_INPUT_REGISTER	444	1		4	0	0	0
Fläkt varv/min (EB108-EP14)	MODBUS_INPUT_REGISTER	445	1	rpm	5	0	0	0
Lågtryck (EB107 BP8 dew)	MODBUS_INPUT_REGISTER	454	10	°C	2	0	0	0
Högtryck (EB107 BP9 dew)	MODBUS_INPUT_REGISTER	455	10	°C	2	0	0	0
In­sprutning (EB107-BT81)	MODBUS_INPUT_REGISTER	456	10	°C	2	0	0	0
Tryck­givare, in­sprutning (EB107-BP11)	MODBUS_INPUT_REGISTER	457	10		2	0	0	0
EVI tryck (EB107-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	458	10	°C	2	0	0	0
Fläktstatus (EB107-EP14)	MODBUS_INPUT_REGISTER	460	1		4	0	0	0
Fläkt varv/min (EB107-EP14)	MODBUS_INPUT_REGISTER	461	1	rpm	5	0	0	0
Lågtryck (EB106 BP8 dew)	MODBUS_INPUT_REGISTER	470	10	°C	2	0	0	0
Högtryck (EB106 BP9 dew)	MODBUS_INPUT_REGISTER	471	10	°C	2	0	0	0
In­sprutning (EB106-BT81)	MODBUS_INPUT_REGISTER	472	10	°C	2	0	0	0
Tryck­givare, in­sprutning (EB106-BP11)	MODBUS_INPUT_REGISTER	473	10		2	0	0	0
EVI tryck (EB106-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	474	10	°C	2	0	0	0
Fläktstatus (EB106-EP14)	MODBUS_INPUT_REGISTER	476	1		4	0	0	0
Fläkt varv/min (EB106-EP14)	MODBUS_INPUT_REGISTER	477	1	rpm	5	0	0	0
Lågtryck (EB105 BP8 dew)	MODBUS_INPUT_REGISTER	486	10	°C	2	0	0	0
Högtryck (EB105 BP9 dew)	MODBUS_INPUT_REGISTER	487	10	°C	2	0	0	0
In­sprutning (EB105-BT81)	MODBUS_INPUT_REGISTER	488	10	°C	2	0	0	0
Tryck­givare, in­sprutning (EB105-BP11)	MODBUS_INPUT_REGISTER	489	10		2	0	0	0
EVI tryck (EB105-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	490	10	°C	2	0	0	0
Fläktstatus (EB105-EP14)	MODBUS_INPUT_REGISTER	492	1		4	0	0	0
Fläkt varv/min (EB105-EP14)	MODBUS_INPUT_REGISTER	493	1	rpm	5	0	0	0
Lågtryck (EB104 BP8 dew)	MODBUS_INPUT_REGISTER	502	10	°C	2	0	0	0
Högtryck (EB104 BP9 dew)	MODBUS_INPUT_REGISTER	503	10	°C	2	0	0	0
In­sprutning (EB104-BT81)	MODBUS_INPUT_REGISTER	504	10	°C	2	0	0	0
Tryck­givare, in­sprutning (EB104-BP11)	MODBUS_INPUT_REGISTER	505	10		2	0	0	0
EVI tryck (EB104-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	506	10	°C	2	0	0	0
Fläktstatus (EB104-EP14)	MODBUS_INPUT_REGISTER	508	1		4	0	0	0
Fläkt varv/min (EB104-EP14)	MODBUS_INPUT_REGISTER	509	1	rpm	5	0	0	0
Lågtryck (EB103 BP8 dew)	MODBUS_INPUT_REGISTER	518	10	°C	2	0	0	0
Högtryck (EB103 BP9 dew)	MODBUS_INPUT_REGISTER	519	10	°C	2	0	0	0
In­sprutning (EB103-BT81)	MODBUS_INPUT_REGISTER	520	10	°C	2	0	0	0
Tryck­givare, in­sprutning (EB103-BP11)	MODBUS_INPUT_REGISTER	521	10		2	0	0	0
EVI tryck (EB103-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	522	10	°C	2	0	0	0
Fläktstatus (EB103-EP14)	MODBUS_INPUT_REGISTER	524	1		4	0	0	0
Fläkt varv/min (EB103-EP14)	MODBUS_INPUT_REGISTER	525	1	rpm	5	0	0	0
Lågtryck (EB102 BP8 dew)	MODBUS_INPUT_REGISTER	534	10	°C	2	0	0	0
Högtryck (EB102 BP9 dew)	MODBUS_INPUT_REGISTER	535	10	°C	2	0	0	0
In­sprutning (EB102-BT81)	MODBUS_INPUT_REGISTER	536	10	°C	2	0	0	0
Tryck­givare, in­sprutning (EB102-EP14-BP11)	MODBUS_INPUT_REGISTER	537	10		2	0	0	0
EVI tryck (EB102-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	538	10	°C	2	0	0	0
Fläktstatus (EB102-EP14)	MODBUS_INPUT_REGISTER	540	1		4	0	0	0
Fläkt varv/min (EB102-EP14)	MODBUS_INPUT_REGISTER	541	1	rpm	5	0	0	0
Lågtryck (EB101 BP8 dew)	MODBUS_INPUT_REGISTER	550	10	°C	2	0	0	0
Högtryck (EB101 BP9 dew)	MODBUS_INPUT_REGISTER	551	10	°C	2	0	0	0
In­sprutning (EB101-BT81)	MODBUS_INPUT_REGISTER	552	10	°C	2	0	0	0
Tryck­givare, in­sprutning (EB101-BP11)	MODBUS_INPUT_REGISTER	553	10		2	0	0	0
EVI tryck (EB101-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	554	10	°C	2	0	0	0
Fläktstatus (EB101-EP14)	MODBUS_INPUT_REGISTER	556	1		4	0	0	0
