ModbusManager 1.0.9
20200624
Product: SMO20
Database: 8310
Title;Info;ID;Unit;Size;Factor;Min;Max;Default;Mode
"EB105 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40778;"Hz";u8;1;0;0;0;R;
"EB104 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40779;"Hz";u8;1;0;0;0;R;
"EB103 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40780;"Hz";u8;1;0;0;0;R;
"EB102 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40781;"Hz";u8;1;0;0;0;R;
"EB101 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40782;"Hz";u8;1;0;0;0;R;
"BT64 Average";"BT64 Cooling supply average";40889;"°C";s16;10;0;0;0;R;
"Degree Minutes (32 bit)";"Degree minutes, 32bit value. Full resolution.";40940;"";s32;10;-30000;30000;0;R/W;
"EB101 F2120 Alarm Number";"";41000;"";u8;1;0;0;0;R;
"EB101 F2120 Fan Speed";"F2120 Current Fan Speed";41002;"rpm";u16;1;0;0;0;R;
"EB101 F2120 Max Fan Speed";"F2120 Current Max Fan Speed";41003;"rpm";u16;1;0;0;0;R;
"EB101 F2120 Min Fan Speed";"F2120 Current Min Fan Speed";41004;"rpm";u16;1;0;0;0;R;
"EB101 F2120 Max Compressor Speed";"F2120 Current Max Compressor Speed";41005;"Hz";u16;10;0;0;0;R;
"EB101 F2120 Min Compressor Speed";"F2120 Current Min Compressor Speed";41006;"Hz";u16;10;0;0;0;R;
"EB101 F2120 Calculated Power";"F2120 Current Calculated Power";41007;"kW";u16;10;0;0;0;R;
"EB101 F2120 Time To Defrost";"";41008;"min";u16;1;0;0;0;R;
"Humidity average";"Humidity average";41027;"%";s16;10;0;0;0;R;
"EB101-EP14-BP8 LP Dew Pressure Sensor";"";41162;"°C";s16;10;0;0;0;R;
"EB101-EP14-BP9 HP Dew Pressure Sensor";"";41163;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT81 Evi Temp";"";41164;"°C";s16;10;0;0;0;R;
"EB101-EP14-BP11 Evi Pressure";"";41165;"bar";s16;10;0;0;0;R;
"EB101-EP14-BP11 Evi Dew Pressure";"";41166;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT84 Evaptor temp";"";41167;"°C";s16;10;0;0;0;R;
"EB101-EP14 Fan Status";"";41168;"";u8;1;0;0;0;R;
"EB101-EP14 Fan Set";"";41169;"rpm";u16;1;0;0;0;R;
"PV Panel State";"";41191;"";u8;1;0;0;0;R;
"Smart Home Mode";"Current smart home mode, 0=Default,1=Away from home,2=Vacation";41265;"";u8;1;0;0;0;R;
"Offset to smart home system";"Offset to smart home system";41266;"°C";s8;10;0;0;0;R;
"Smart Home ctrl syst 8";"Smart Home is controlling the system";41267;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 7";"Smart Home is controlling the system";41268;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 6";"Smart Home is controlling the system";41269;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 5";"Smart Home is controlling the system";41270;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 4";"Smart Home is controlling the system";41271;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 3";"Smart Home is controlling the system";41272;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 2";"Smart Home is controlling the system";41273;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 1";"Smart Home is controlling the system";41274;"";u8;1;0;0;0;R;
"wood boiler, 1= active, 0 = not active";"";41458;"";u8;1;0;0;0;R;
"EB101-EP14 Alarm condensor in level";"Alarm condensor in level";41772;"°C";s16;10;0;0;0;R;
"EB101-EP14 Alarm condensor out level";"Alarm condensor out level";41773;"°C";s16;10;0;0;0;R;
"Smart Price Adaption Price";"The current electric price";41928;"";u16;100;0;0;0;R;
"Smart Price Adaption Price Level";"Whether the current price is unknown (0), low (1), medium (2), high (3)";41929;"";u8;1;0;0;0;R;
"AA23-BE5 Power 10";"";41930;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 9";"";41931;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 8";"";41932;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 7";"";41933;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 6";"";41934;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 5";"";41935;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 4";"";41936;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 3";"";41937;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 2";"";41938;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 1";"";41939;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 10";"";41940;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 9";"";41941;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 8";"";41942;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 7";"";41943;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 6";"";41944;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 5";"";41945;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 4";"";41946;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 3";"";41947;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 2";"";41948;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 1";"";41949;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 10";"";41950;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 9";"";41951;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 8";"";41952;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 7";"";41953;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 6";"";41954;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 5";"";41955;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 4";"";41956;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 3";"";41957;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 2";"";41958;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 1";"";41959;"W";u16;1;0;0;0;R;
"AA23-BE5 Com Percentage 10";"";41960;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 9";"";41961;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 8";"";41962;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 7";"";41963;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 6";"";41964;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 5";"";41965;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 4";"";41966;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 3";"";41967;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 2";"";41968;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 1";"";41969;"%";u8;1;0;0;0;R;
"AA23-BE5 Voltage1 10";"";41980;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 9";"";41981;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 8";"";41982;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 7";"";41983;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 6";"";41984;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 5";"";41985;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 4";"";41986;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 3";"";41987;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 2";"";41988;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 1";"";41989;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 10";"";41990;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 9";"";41991;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 8";"";41992;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 7";"";41993;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 6";"";41994;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 5";"";41995;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 4";"";41996;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 3";"";41997;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 2";"";41998;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 1";"";41999;"V";u16;10;0;0;0;R;
"AA23-BE5 Temperature 10";"";42000;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 9";"";42001;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 8";"";42002;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 7";"";42003;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 6";"";42004;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 5";"";42005;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 4";"";42006;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 3";"";42007;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 2";"";42008;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 1";"";42009;"°C";u16;10;0;0;0;R;
"AA23-BE5 Energy 10";"";42010;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 9";"";42012;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 8";"";42014;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 7";"";42016;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 6";"";42018;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 5";"";42020;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 4";"";42022;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 3";"";42024;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 2";"";42026;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 1";"";42028;"kWh";u32;10;0;0;0;R;
"AA23-BE5 EME20 Version";"";42030;"";u16;1;0;0;0;R;
"PV Panel Heat Offset";"";42033;"°C";u8;10;0;0;0;R;
"AA23-BE5 EME20 Total Power";"";42035;"W";u32;1;0;0;0;R;
"AA23-BE5 EME20 Total Average Power";"";42037;"W";u32;1;0;0;0;R;
"AA23-BE5 EME20 Total Energy";"";42075;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Alarm 504";"";42080;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 505";"";42081;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 506";"";42082;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 507";"";42083;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 508";"";42084;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 509";"";42085;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 510";"";42086;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 511";"";42087;"";u8;1;0;0;0;R;
"BT1 Average, 24h";"EB100-BT1 Outdoor temperature average, 24h";42100;"°C";s16;10;0;0;0;R;
"Used heating power average, 24h";"Used heating power average, 24h";42101;"°C";s16;10;0;0;0;R;
"Software version";"";43001;"";u16;1;0;0;0;R;
"Degree Minutes (16 bit)";"Degree minutes, 16bit value (-32768 < x < 32767). Values outside valid values are rounded to the closest valid value.";43005;"";s16;10;-30000;30000;0;R/W;
"Calc. Supply S1";"Calculated supply temperature for the climate system";43009;"°C";s16;10;0;0;0;R;
"Freeze Protection Status";"1 = Freeze protection active";43013;"";u8;1;0;0;0;R;
"Status Cooling";" 0=Off 1=On";43024;"";u8;1;0;0;0;R;
"Heat Medium Flow dT Actual";"Current value of the delta T for the heat medium flow";43065;"";s16;10;0;0;0;R;
"Tot. op.time add.";"Total electric additive operation time";43081;"h";s32;10;0;1000000;0;R;
"Int. el.add. Power";"Current power from the internal electrical addition";43084;"kW";s16;100;0;0;0;R;
"Prio";"Indicates what heating action (HW/heat/pool) currently prioritised 10=Off 20=Hot Water 30=Heat 40=Pool 41=Pool 2 50=Transfer 60=Cooling";43086;"";u8;1;0;0;0;R;
"Int. el.add. State";"Number of steps active for internal step-controlled addition";43091;"";u8;1;0;0;0;R;
"Mixing Valve State S1";"State of the mixing valve for the climate system";43096;"";u8;1;0;0;0;R;
"External adjustment activated via input S1";"";43161;"";u8;1;0;0;0;R;
"Blocking status of the step controlled add heat acc";"0 = Unblocked, 1 = Blocked";43171;"";u8;1;0;0;0;R;
"GP10 Ext. Supply Pump Status";"External supply pump status. 1=on,0=off";43189;"";u8;1;0;0;0;R;
"Tot. HW op.time add.";"Total electric additive operation time in hot water mode";43239;"h";s32;10;0;9999999;0;R;
"Docked Heat Compressors";"Number of compressors docked to heating";43473;"";u8;1;0;0;0;R;
"Docked Hot Water Compressors";"Number of compressors docked to hot water";43474;"";u8;1;0;0;0;R;
"EB100-EP14 PCA Base Relays";"Indicates active relays on the PCA Base card. Please refer to the wiring diagram for relay description. Binary encoded. 1=on, 0=off. Bit0=K4,Bit1=K3,Bit2=K2,Bit3=K1";43514;"";u8;1;0;0;0;R;
"PCA-Power Relays EP14";"Indicates the active relays on the PCA-Power card. The information is binary encoded";43516;"";u8;1;0;0;0;R;
"EB101 Version";"";44014;"";u16;1;0;0;0;R;
"EB101 Slave Type";"";44032;"";u8;1;0;0;0;R;
"EB101 Compressor EP14 Size";"";44033;"kW";u8;1;0;0;0;R;
"EB101-EP14-BT3 Return Temp.";"Return temperature, BT3";44055;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT12 Condensor Out";"Condensor temperature, BT12";44058;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT14 Hot Gas Temp";"Hot gas temperature, BT14";44059;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT15 Liquid Line";"Liquid line temperature, BT15";44060;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT17 Suction";"Suction temperature, BT17";44061;"°C";s16;10;0;0;0;R;
"EB101-EP14 Compr. time to start";"";44065;"";u8;1;0;0;0;R;
"EB101-EP14 Compressor starts";"";44069;"";u32;1;0;9999999;0;R;
"EB101-EP14 Tot. op.time compr";"";44071;"h";u32;1;0;9999999;0;R;
"EB101-EP14 Tot. HW op.time compr";"";44073;"h";u32;1;0;9999999;0;R;
"EB101-EP14 Alarm number";"The value indicates the most severe current alarm";44075;"";u16;1;0;0;0;R;
"Cool Degree Minutes";"";44266;"";s16;10;-30000;30000;0;R/W;
"Calc. Cooling Supply S4";"Calculated supply temperature in cooling mode for the climate system";44267;"°C";s16;10;0;0;0;R;
"Calc. Cooling Supply S3";"Calculated supply temperature in cooling mode for the climate system";44268;"°C";s16;10;0;0;0;R;
"Calc. Cooling Supply S2";"Calculated supply temperature in cooling mode for the climate system";44269;"°C";s16;10;0;0;0;R;
"Calc. Cooling Supply S1";"Calculated supply temperature in cooling mode for the climate system";44270;"°C";s16;10;0;0;0;R;
"Software release";"";44331;"";u8;1;0;0;0;R;
"EB101-EP14-BT28 Outdoor Temp";"Current outdoor temperature, BT28";44362;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT16 Evaporator";"Evaporator temperature, BT16";44363;"°C";s16;10;0;0;0;R;
"EB101 Speed charge pump";"";44396;"%";u8;1;0;0;0;R;
"EB101-EP14 Compressor State";"On/Off";44457;"";u8;1;0;0;0;R;
"State of the extra additional heat in series";"0 = Off, 1 = On";44483;"";u8;1;0;0;0;R;
"Docked Cool Compressors";"Number of compressors docked to cooling";44487;"";u8;1;0;0;0;R;
"EB101-EP14 High Pressure Sensor Outdoor Unit";"";44699;"bar";s16;10;0;0;0;R;
"EB101-EP14 Low Pressure Sensor Outdoor Unit";"";44700;"bar";s16;10;0;0;0;R;
"EB101-EP14 Actual Cpr Frequency Outdoor Unit";"";44701;"Hz";s16;10;0;0;0;R;
"EB101-EP14 Protection Status Register Outdoor Unit";"";44702;"";u16;1;0;0;0;R;
"EB101-EP14 Defrosting Outdoor Unit";"0=No, 1=Active, 2 = Passive";44703;"";u8;1;0;0;0;R;
"EB101-EP14 Calculated Power Outdoor Unit";"";44706;"kW";u8;1;0;0;0;R;
"EB101-EP14 calc. ou compressor freq";"Calculated compressor frequency";44775;"Hz";u8;1;0;0;0;R;
"EB101-EP14 Current Sensor";"";44866;"";s16;10;0;0;0;R;
"EB101-EP14 Hz Down Mode Outdoor Unit";"0=No, 1=Yes";44867;"";u8;1;0;0;0;R;
"State SG Ready";"";44874;"";u8;1;0;0;0;R;
"SG Ready input A";"";44878;"";u8;1;0;0;0;R;
"SG Ready input B";"";44879;"";u8;1;0;0;0;R;
"Smart Price Adaption Heating Offset";"";44896;"";s8;10;0;0;0;R;
"Smart Price Adaption HW Comfort Mode";"0=Eco,1=Normal,2=Luxury,10=Normal+,20=Mini";44897;"";s8;1;0;0;0;R;
"Smart Price Adaption Pool Offset";"";44898;"";s8;1;0;0;0;R;
"Smart Price Adaption Cool Offset";"";44899;"";s8;1;0;0;0;R;
"State smart price adaption";"";44908;"";u8;1;0;0;0;R;
"EB101-EP14-BT16 Evaporator 2";"Evaporator 2 temperature, BT16";44977;"°C";s16;10;0;0;0;R;
"EB101-EP14 Inverter Temperature";"Inverter temperature";44978;"°C";s16;10;0;0;0;R;
"EB101-EP14-Fan Speed Step";"";44979;"";u8;1;0;0;0;R;
"Alarm";"Indicates the alarm number of the most severe current alarm";45001;"";s16;1;0;0;0;R;
"Floor drying timer";"";47291;"hrs";u16;1;0;10000;0;R;
"Step controlled add. max. step";"Maximum number of steps allowed in step controlled add.";47325;"";u8;1;0;7;3;R;
"Silent Mode Status";"1 = active, 0 = inactive";48206;"";u8;1;0;0;0;R;
"EB101 Installed";"";49239;"";u8;1;0;1;0;R;
"Alarm Reset";"Reset alarm by setting value 1";45171;"";u8;1;0;0;0;R/W;
"Heat Curve S1";"Heat curve, see manual for more information";47007;"";s8;1;0;15;9;R/W;
"Heat Offset S1";"Offset of the heat curve, see manual for more information";47011;"";s8;1;-10;10;0;R/W;
"Min Supply System 1";"";47015;"°C";s16;10;50;700;200;R/W;
"Max Supply System 1";"";47019;"°C";s16;10;50;800;600;R/W;
"Own Heating Curve P1";"User defined heating curve point";47026;"°C";s8;1;5;80;45;R/W;
"Point offset outdoor temp.";"Outdoor temperature point where the heat curve is offset";47027;"°C";s8;1;-40;30;0;R/W;
"Point offset";"Amount of offset at the point offset temperature";47028;"°C";s8;1;-10;10;0;R/W;
"External adjustment S1";"Change of the offset of the heat curve when closing the external adjustment input";47032;"";s8;1;-10;10;0;R/W;
"External adjustment with room sensor S1";"Room temperature setting when closing the external adjustment input";47036;"°C";s16;10;50;300;200;R/W;
"Hot water comfort mode";"Setting in menu 2.2. 0=Economy,1=Normal,2=Luxury,4=Smart Control 0=Economy 1=Normal 2=Luxury";47041;"";s8;1;0;4;1;R/W;
"Start temperature HW Luxury";"Start temperature for heating water";47043;"°C";s16;10;50;700;520;R/W;
"Start temperature HW Normal";"Start temperature for heating water";47044;"°C";s16;10;50;700;490;R/W;
"Start temperature HW Economy";"Start temperature for heating water";47045;"°C";s16;10;50;700;450;R/W;
"Stop temperature Periodic HW";"Temperature where hot water generation will stop";47046;"°C";s16;10;550;700;550;R/W;
"Stop temperature HW Luxury";"Temperature where hot water generation will stop";47047;"°C";s16;10;50;700;580;R/W;
"Stop temperature HW Normal";"Temperature where hot water generation will stop";47048;"°C";s16;10;50;700;550;R/W;
"Stop temperature HW Economy";"Temperature where hot water generation will stop";47049;"°C";s16;10;50;700;510;R/W;
"Periodic HW";"Activates the periodic hot water generation";47050;"";s8;1;0;1;1;R/W;
"Periodic HW Interval";"Interval between Periodic hot water sessions";47051;"days";s8;1;1;90;14;R/W;
"Run time HWC";"Run time for the hot water circulation system";47054;"min";s8;1;1;60;60;R/W;
"Still time HWC";"Still time for the hot water circulation system";47055;"min";s8;1;0;60;0;R/W;
"Language";"Display language in the heat pump 0=English 1=Svenska 2=Deutsch 3=Francais 4=Espanol 5=Suomi 6=Lietuviu 7=Cesky 8=Polski 9=Nederlands 10=Norsk 11=Dansk 12=Eesti 13=Latviesu 16=Magyar";47131;"";s8;1;0;21;0;R/W;
"Period HW";"";47134;"min";u8;1;0;180;60;R/W;
"Period Heat";"";47135;"min";u8;1;0;180;0;R/W;
"Operational mode";"The operational mode of the heat pump 0=Auto 1=Manual 2=Add. heat only";47137;"";u8;1;0;2;0;R/W;
"Operational mode heat medium pump";" 10=Intermittent 20=Continous 30=Economy 40=Auto";47138;"";u8;1;10;40;40;R/W;
"DM start heating";"The value the degree minutes needed to be reached for the pump to start heating";47206;"";s16;1;-1000;-30;-60;R/W;
"DM between add. steps";"The number of degree minutes between start of each electric addition step";47209;"";s16;1;0;0;0;R/W;
"Fuse";"Size of the fuse that the HP is connected to";47214;"A";u16;1;1;400;16;R/W;
"Floor drying";" 0=Off 1=On";47276;"";u8;1;0;1;0;R/W;
"Floor drying period 7";"Days each period is active";47277;"days";u8;1;0;30;2;R/W;
"Floor drying period 6";"Days each period is active";47278;"days";u8;1;0;30;2;R/W;
"Floor drying period 5";"Days each period is active";47279;"days";u8;1;0;30;2;R/W;
"Floor drying period 4";"Days each period is active";47280;"days";u8;1;0;30;3;R/W;
"Floor drying period 3";"Days each period is active";47281;"days";u8;1;0;30;2;R/W;
"Floor drying period 2";"Days each period is active";47282;"days";u8;1;0;30;2;R/W;
"Floor drying period 1";"Days each period is active";47283;"days";u8;1;0;30;2;R/W;
"Floor drying temp. 7";"Supply temperature each period";47284;"°C";u8;1;15;70;20;R/W;
"Floor drying temp. 6";"Supply temperature each period";47285;"°C";u8;1;15;70;30;R/W;
"Floor drying temp. 5";"Supply temperature each period";47286;"°C";u8;1;15;70;40;R/W;
"Floor drying temp. 4";"Supply temperature each period";47287;"°C";u8;1;15;70;45;R/W;
"Floor drying temp. 3";"Supply temperature each period";47288;"°C";u8;1;15;70;40;R/W;
"Floor drying temp. 2";"Supply temperature each period";47289;"°C";u8;1;15;70;30;R/W;
"Floor drying temp. 1";"Supply temperature each period";47290;"°C";u8;1;15;70;20;R/W;
"DOT";"Dimensioning outdoor temperature";47300;"°C";s16;10;-400;200;-180;R/W;
"delta T at DOT";"Delta T (BT12-BT3)at dimensioning outdoor temperature";47301;"°C";s16;10;10;250;100;R/W;
"Step controlled add. start DM";"DM where the first step of step controlled add. starts";47323;"";s16;1;-2000;-30;-400;R/W;
"Step controlled add. diff. DM";"Difference in DM of each step in the step controlled add.";47324;"";s16;1;0;1000;100;R/W;
"Step controlled add. mode";"Binary or linear stepping method. 0=Linear 1=Binary";47326;"";u8;1;0;1;0;R/W;
"Time betw. switch heat/cool";"Time between switching from heating to cooling or vice versa.";47335;"h";s8;1;0;48;2;R/W;
"Heat at room under temp.";"This value indicates how many degrees under set room temp heating will be allowed";47336;"°C";s8;10;5;100;10;R/W;
"Cool at room over temp.";"This value indicates how many degrees over set room temp cooling will be allowed";47337;"°C";s8;10;5;100;30;R/W;
"Cooling with room sensor";"Enables use of room sensor together with cooling 0=Off 1=On";47340;"";u8;10;0;18;0;R/W;
"Start Active Cooling DM";"Value the degree minutes have to reach to start active cooling";47343;"";s16;1;10;300;90;R/W;
"Allow Additive Heating";"Whether to allow additive heating (only valid for operational mode Manual)";47370;"";u8;1;0;1;1;R/W;
"Allow Heating";"Whether to allow heating (only valid for operational mode Manual or Add. heat only)";47371;"";u8;1;0;1;1;R/W;
"Allow Cooling";"Whether to allow cooling (only valid for operational mode Manual or Add. heat only)";47372;"";u8;1;0;1;1;R/W;
"Start Temperature Cooling";"Start temperature for cooling, as set in menu 4.9.2 0=Off 1=On";47374;"°C";s16;10;-200;400;250;R/W;
"Stop Temperature Heating";"Stop temperature for heating, as set in menu 4.9.2";47375;"°C";s16;10;-200;400;170;R/W;
"Stop Temperature Additive";"Stop temperature for additive, as set in menu 4.9.2";47376;"°C";s16;10;-250;400;150;R/W;
"Outdoor Filter Time";" 12=12 Hours 24=24 Hours";47377;"h";u8;1;0;48;24;R/W;
"Max diff. comp.";"";47378;"°C";s16;10;10;250;100;R/W;
"Max diff. add.";"";47379;"°C";s16;10;10;240;70;R/W;
"Date format";" 1=DD-MM-YY 2=YY-MM-DD";47384;"";u8;1;1;2;1;R/W;
"Time format";" 12=12 hours 24=24 Hours";47385;"";u8;1;12;24;24;R/W;
"HW production";"Activates hot water production where applicable 0=Off 1=On";47387;"";u8;1;0;1;0;R/W;
"Alarm lower room temp.";"Lowers the room temperature during red light alarms to notify the occupants of the building that something is the matter 0=Off 1=On";47388;"";u8;1;0;1;0;R/W;
"Alarm lower HW temp.";"Lowers the hot water temperature during red light alarms to notify the occupants of the building that something is the matter 0=Off 1=On";47389;"";u8;1;0;1;1;R/W;
"Use room sensor S1";"When activated the system uses the room sensor 0=Off 1=On";47394;"";u8;1;0;1;0;R/W;
"Room sensor setpoint S1";"Sets the room temperature setpoint for the system";47398;"°C";s16;10;50;300;200;R/W;
