Title	Register type	Register	Division factor	Unit	Size of variable	Min value	Max value	Default value	
Return line (EP22-BT3)	MODBUS_INPUT_REGISTER	76	10	°C	s16	0	0	0
Return line (EP21-BT3)	MODBUS_INPUT_REGISTER	77	10	°C	s16	0	0	0
Return line (EP15-BT3)	MODBUS_INPUT_REGISTER	78	10	°C	s16	0	0	0
Solar panel sensor (EP30-BT53)	MODBUS_INPUT_REGISTER	92	10	°C	s16	0	0	0
Solar sensor, controlling (EP30-BT54)	MODBUS_INPUT_REGISTER	93	10	°C	s16	0	0	0
Supply line (EP47-BT2)	MODBUS_INPUT_REGISTER	94	10	°C	s16	0	0	0
Supply line (EP46-BT2)	MODBUS_INPUT_REGISTER	95	10	°C	s16	0	0	0
Supply line (EP45-BT2)	MODBUS_INPUT_REGISTER	96	10	°C	s16	0	0	0
Supply line (EP44-BT2)	MODBUS_INPUT_REGISTER	97	10	°C	s16	0	0	0
Return line (EP47-BT3)	MODBUS_INPUT_REGISTER	98	10	°C	s16	0	0	0
Return line (EP46-BT3)	MODBUS_INPUT_REGISTER	99	10	°C	s16	0	0	0
Return line (EP45-BT3)	MODBUS_INPUT_REGISTER	100	10	°C	s16	0	0	0
Return line (EP44-BT3)	MODBUS_INPUT_REGISTER	101	10	°C	s16	0	0	0
Room average temp. clim. system 8 (BT50)	MODBUS_INPUT_REGISTER	109	10	°C	s16	0	0	0
Room average temp. clim. system 7 (BT50)	MODBUS_INPUT_REGISTER	110	10	°C	s16	0	0	0
Room average temp. clim. system 6 (BT50)	MODBUS_INPUT_REGISTER	111	10	°C	s16	0	0	0
Room average temp. clim. system 5 (BT50)	MODBUS_INPUT_REGISTER	112	10	°C	s16	0	0	0
Room average temp. clim. system 4 (BT50)	MODBUS_INPUT_REGISTER	113	10	°C	s16	0	0	0
Room average temp. clim. system 3 (BT50)	MODBUS_INPUT_REGISTER	114	10	°C	s16	0	0	0
Room average temp. clim. system 2 (BT50)	MODBUS_INPUT_REGISTER	115	10	°C	s16	0	0	0
Room average temp. clim. system 1 (BT50)	MODBUS_INPUT_REGISTER	116	10	°C	s16	0	0	0
Oper. mode shunt climate system 8	MODBUS_INPUT_REGISTER	129	1		u8	0	0	0
Oper. mode shunt climate system 7	MODBUS_INPUT_REGISTER	130	1		u8	0	0	0
Oper. mode shunt climate system 6	MODBUS_INPUT_REGISTER	131	1		u8	0	0	0
Oper. mode shunt climate system 5	MODBUS_INPUT_REGISTER	132	1		u8	0	0	0
Current hot water mode controlled by	MODBUS_INPUT_REGISTER	137	1		s8	0	0	0
Inverter limit status	MODBUS_INPUT_REGISTER	138	1		u8	0	0	0
Inverter drive status	MODBUS_INPUT_REGISTER	139	1		u16	0	0	0
Inverter fault reset	MODBUS_HOLDING_REGISTER	2755	1		u16	1	1	1
Requested compressor frequency	MODBUS_INPUT_REGISTER	140	1	Hz	u16	0	0	0
Max. compressor frequency, heating	MODBUS_INPUT_REGISTER	141	100	Hz	u16	0	0	0
Inverter alarm code	MODBUS_INPUT_REGISTER	142	1		u16	0	0	0
Inverter fault code	MODBUS_INPUT_REGISTER	143	1		u16	0	0	0
Inverter run command	MODBUS_INPUT_REGISTER	144	1		u16	0	0	0
Inverter pic. version	MODBUS_INPUT_REGISTER	145	1		u16	0	0	0
Inverter 8051 version	MODBUS_INPUT_REGISTER	146	1		u16	0	0	0
Inverter wizard	MODBUS_INPUT_REGISTER	147	1		u16	0	0	0
Inverter version (MCE)	MODBUS_INPUT_REGISTER	148	1		u16	0	0	0
Inverter hw version	MODBUS_INPUT_REGISTER	149	1		u16	0	0	0
Inverter hw type	MODBUS_INPUT_REGISTER	150	1		u16	0	0	0
External adjustment climate system 8	MODBUS_INPUT_REGISTER	151	1		u8	0	0	0
External adjustment climate system 7	MODBUS_INPUT_REGISTER	152	1		u8	0	0	0
External adjustment climate system 6	MODBUS_INPUT_REGISTER	153	1		u8	0	0	0
External adjustment climate system 5	MODBUS_INPUT_REGISTER	154	1		u8	0	0	0
Climate system 8	MODBUS_INPUT_REGISTER	156	1		u8	0	0	0
Climate system 7	MODBUS_INPUT_REGISTER	157	1		u8	0	0	0
Climate system 6	MODBUS_INPUT_REGISTER	158	1		u8	0	0	0
Climate system 5	MODBUS_INPUT_REGISTER	159	1		u8	0	0	0
Total run time compressor cooling	MODBUS_INPUT_REGISTER	279	1	h	u32	0	2147483647	0
Heat pump 8 requested compressor frequency	MODBUS_INPUT_REGISTER	294	1	Hz	u8	0	0	0
Heat pump 7 requested compressor frequency	MODBUS_INPUT_REGISTER	295	1	Hz	u8	0	0	0
Heat pump 6 requested compressor frequency	MODBUS_INPUT_REGISTER	296	1	Hz	u8	0	0	0
Heat pump 5 requested compressor frequency	MODBUS_INPUT_REGISTER	297	1	Hz	u8	0	0	0
Heat pump 4 requested compressor frequency	MODBUS_INPUT_REGISTER	298	1	Hz	u8	0	0	0
Heat pump 3 requested compressor frequency	MODBUS_INPUT_REGISTER	299	1	Hz	u8	0	0	0
Heat pump 2 requested compressor frequency	MODBUS_INPUT_REGISTER	300	1	Hz	u8	0	0	0
Heat pump 1 requested compressor frequency	MODBUS_INPUT_REGISTER	301	1	Hz	u8	0	0	0
Frost protection heat exchanger heat pump 8	MODBUS_INPUT_REGISTER	303	1		u8	0	0	0
Frost protection heat exchanger heat pump 7	MODBUS_INPUT_REGISTER	304	1		u8	0	0	0
Frost protection heat exchanger heat pump 6	MODBUS_INPUT_REGISTER	305	1		u8	0	0	0
Frost protection heat exchanger heat pump 5	MODBUS_INPUT_REGISTER	306	1		u8	0	0	0
Frost protection heat exchanger heat pump 4	MODBUS_INPUT_REGISTER	307	1		u8	0	0	0
Frost protection heat exchanger heat pump 3	MODBUS_INPUT_REGISTER	308	1		u8	0	0	0
Frost protection heat exchanger heat pump 2	MODBUS_INPUT_REGISTER	309	1		u8	0	0	0
Compressor restrictions	MODBUS_INPUT_REGISTER	2021	1		u32	0	0	0
Available compressors heating	MODBUS_INPUT_REGISTER	317	1		u8	0	0	0
Available compressors hot water	MODBUS_INPUT_REGISTER	318	1		u8	0	0	0
Available compressors pool 1	MODBUS_INPUT_REGISTER	319	1		u8	0	0	0
Available compressors cooling	MODBUS_INPUT_REGISTER	321	1		u8	0	0	0
Supply temperature (BT64)	MODBUS_INPUT_REGISTER	337	10	°C	s16	0	0	0
Heat pump functionality 2	MODBUS_INPUT_REGISTER	338	1		u32	0	0	0
Operating mode outdoor air mix	MODBUS_INPUT_REGISTER	343	1		u8	0	0	0
Passive defrosting time	MODBUS_INPUT_REGISTER	357	1	s	s16	0	0	0
Degree minutes	MODBUS_HOLDING_REGISTER	11	10	DM	s32	-30000	30000	0
Seconds of blank time left, charge pump 8	MODBUS_INPUT_REGISTER	385	1		u8	0	0	0
Seconds of blank time left, charge pump 7	MODBUS_INPUT_REGISTER	386	1		u8	0	0	0
Seconds of blank time left, charge pump 6	MODBUS_INPUT_REGISTER	387	1		u8	0	0	0
Seconds of blank time left, charge pump 5	MODBUS_INPUT_REGISTER	388	1		u8	0	0	0
Seconds of blank time left, charge pump 4	MODBUS_INPUT_REGISTER	389	1		u8	0	0	0
Seconds of blank time left, charge pump 3	MODBUS_INPUT_REGISTER	390	1		u8	0	0	0
Seconds of blank time left, charge pump 2	MODBUS_INPUT_REGISTER	391	1		u8	0	0	0
Seconds of blank time left, charge pump 1	MODBUS_INPUT_REGISTER	392	1		u8	0	0	0
Inverter min speed	MODBUS_INPUT_REGISTER	394	1		u16	0	0	0
Inverter max speed	MODBUS_INPUT_REGISTER	395	1		u16	0	0	0
Max fan speed (EB101)	MODBUS_INPUT_REGISTER	402	1	rpm	u16	0	0	0
Min fan speed (EB101)	MODBUS_INPUT_REGISTER	403	1	rpm	u16	0	0	0
EEV-ssh-error (EB101)	MODBUS_INPUT_REGISTER	411	10	°C	s16	0	0	0
EEV-te-error average open (EB101)	MODBUS_INPUT_REGISTER	415	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB101)	MODBUS_INPUT_REGISTER	419	10	°C	s16	0	0	0
EEV-te-error average open in (EVI)(EB101)	MODBUS_INPUT_REGISTER	423	10	°C	s16	0	0	0
EVI pressure (EB108-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	442	10	°C	s16	0	0	0
Fan status (EB108-EP14)	MODBUS_INPUT_REGISTER	444	1		u8	0	0	0
Fan rpm (EB108-EP14)	MODBUS_INPUT_REGISTER	445	1	rpm	u16	0	0	0
EVI pressure (EB107-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	458	10	°C	s16	0	0	0
Fan status (EB107-EP14)	MODBUS_INPUT_REGISTER	460	1		u8	0	0	0
Fan rpm (EB107-EP14)	MODBUS_INPUT_REGISTER	461	1	rpm	u16	0	0	0
EVI pressure (EB106-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	474	10	°C	s16	0	0	0
Fan status (EB106-EP14)	MODBUS_INPUT_REGISTER	476	1		u8	0	0	0
Fan rpm (EB106-EP14)	MODBUS_INPUT_REGISTER	477	1	rpm	u16	0	0	0
EVI pressure (EB105-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	490	10	°C	s16	0	0	0
Fan status (EB105-EP14)	MODBUS_INPUT_REGISTER	492	1		u8	0	0	0
Fan rpm (EB105-EP14)	MODBUS_INPUT_REGISTER	493	1	rpm	u16	0	0	0
EVI pressure (EB104-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	506	10	°C	s16	0	0	0
Fan status (EB104-EP14)	MODBUS_INPUT_REGISTER	508	1		u8	0	0	0
Fan rpm (EB104-EP14)	MODBUS_INPUT_REGISTER	509	1	rpm	u16	0	0	0
EVI pressure (EB103-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	522	10	°C	s16	0	0	0
Fan status (EB103-EP14)	MODBUS_INPUT_REGISTER	524	1		u8	0	0	0
Fan rpm (EB103-EP14)	MODBUS_INPUT_REGISTER	525	1	rpm	u16	0	0	0
EVI pressure (EB102-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	538	10	°C	s16	0	0	0
Fan status (EB102-EP14)	MODBUS_INPUT_REGISTER	540	1		u8	0	0	0
Fan rpm (EB102-EP14)	MODBUS_INPUT_REGISTER	541	1	rpm	u16	0	0	0
EVI pressure (EB101-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	554	10	°C	s16	0	0	0
Fan status (EB101-EP14)	MODBUS_INPUT_REGISTER	556	1		u8	0	0	0
Fan rpm (EB101-EP14)	MODBUS_INPUT_REGISTER	557	1	rpm	u16	0	0	0
Operating mode PV panels	MODBUS_INPUT_REGISTER	579	1		u8	0	0	0
EME lux mode without EME	MODBUS_INPUT_REGISTER	581	1		u8	0	0	0
Timer (EME)	MODBUS_INPUT_REGISTER	582	60	min	u16	0	0	0
Blocking (OEK)	MODBUS_INPUT_REGISTER	587	1		u8	0	0	0
State (OEK)	MODBUS_INPUT_REGISTER	588	1		u8	0	0	0
Relay status (OEK)	MODBUS_INPUT_REGISTER	589	1		u8	0	0	0
Fan mode 4	MODBUS_INPUT_REGISTER	590	1	%	u8	0	0	0
Fan mode 3	MODBUS_INPUT_REGISTER	591	1	%	u8	0	0	0
Fan mode 2	MODBUS_INPUT_REGISTER	592	1	%	u8	0	0	0
Is the compressor accessible	MODBUS_INPUT_REGISTER	593	1		u8	0	0	0
External guide status	MODBUS_INPUT_REGISTER	745	1		u8	0	0	0
Test guide value	MODBUS_INPUT_REGISTER	746	1		u16	0	0	0
Temp. lux forces start of hot water demand	MODBUS_INPUT_REGISTER	747	1		u8	0	0	0
Wood boiler activated	MODBUS_INPUT_REGISTER	759	1		u8	0	0	0
Max fan speed (EB108-F21x0)	MODBUS_INPUT_REGISTER	762	1	rpm	u16	0	0	0
Min fan speed (EB108)	MODBUS_INPUT_REGISTER	763	1	rpm	u16	0	0	0
EEV-ssh-error (EB108)	MODBUS_INPUT_REGISTER	771	10	°C	s16	0	0	0
EEV-te-error average open (EB108)	MODBUS_INPUT_REGISTER	775	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB108)	MODBUS_INPUT_REGISTER	779	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB108)	MODBUS_INPUT_REGISTER	783	10	°C	s16	0	0	0
Max fan speed (EB107)	MODBUS_INPUT_REGISTER	787	1	rpm	u16	0	0	0
Min fan speed (EB107)	MODBUS_INPUT_REGISTER	788	1	rpm	u16	0	0	0
EEV-ssh-error (EB107)	MODBUS_INPUT_REGISTER	796	10	°C	s16	0	0	0
EEV-te-error average open (EB107)	MODBUS_INPUT_REGISTER	800	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB107)	MODBUS_INPUT_REGISTER	804	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB107)	MODBUS_INPUT_REGISTER	808	10	°C	s16	0	0	0
Max fan speed (EB106)	MODBUS_INPUT_REGISTER	812	1	rpm	u16	0	0	0
EEV-ssh-error (EB106)	MODBUS_INPUT_REGISTER	821	10	°C	s16	0	0	0
EEV-te-error average open (EB106)	MODBUS_INPUT_REGISTER	825	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB106)	MODBUS_INPUT_REGISTER	829	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB106)	MODBUS_INPUT_REGISTER	833	10	°C	s16	0	0	0
Max fan speed (EB105)	MODBUS_INPUT_REGISTER	837	1	rpm	u16	0	0	0
Min fan speed (EB105)	MODBUS_INPUT_REGISTER	838	1	rpm	u16	0	0	0
EEV-ssh-error (EB105)	MODBUS_INPUT_REGISTER	846	10	°C	s16	0	0	0
EEV-te-error average open (EB105)	MODBUS_INPUT_REGISTER	850	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB105)	MODBUS_INPUT_REGISTER	854	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB105)	MODBUS_INPUT_REGISTER	858	10	°C	s16	0	0	0
Max fan speed (EB104)	MODBUS_INPUT_REGISTER	862	1	rpm	u16	0	0	0
Min fan speed (EB104)	MODBUS_INPUT_REGISTER	863	1	rpm	u16	0	0	0
EEV-ssh-error (EB104)	MODBUS_INPUT_REGISTER	871	10	°C	s16	0	0	0
EEV-te-error average open (EB104)	MODBUS_INPUT_REGISTER	875	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB104)	MODBUS_INPUT_REGISTER	879	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB104)	MODBUS_INPUT_REGISTER	883	10	°C	s16	0	0	0
Max fan speed (EB103)	MODBUS_INPUT_REGISTER	887	1	rpm	u16	0	0	0
Min fan speed (EB103)	MODBUS_INPUT_REGISTER	888	1	rpm	u16	0	0	0
EEV-ssh-error (EB103)	MODBUS_INPUT_REGISTER	896	10	°C	s16	0	0	0
EEV-te-error average open (EB103)	MODBUS_INPUT_REGISTER	900	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB103)	MODBUS_INPUT_REGISTER	904	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB103)	MODBUS_INPUT_REGISTER	908	10	°C	s16	0	0	0
Fan speed (EB102)	MODBUS_INPUT_REGISTER	911	1	rpm	u16	0	0	0
Max fan speed (EB102)	MODBUS_INPUT_REGISTER	912	1	rpm	u16	0	0	0
Min fan speed (EB102)	MODBUS_INPUT_REGISTER	913	1	rpm	u16	0	0	0
EEV-ssh-error (EB102)	MODBUS_INPUT_REGISTER	921	10	°C	s16	0	0	0
EEV-te-error average open (EB102)	MODBUS_INPUT_REGISTER	925	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB102)	MODBUS_INPUT_REGISTER	929	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB102)	MODBUS_INPUT_REGISTER	933	10	°C	s16	0	0	0
Limit DM	MODBUS_HOLDING_REGISTER	18	10	DM	s16	-30000	30000	0
Calculated supply climate system 1	MODBUS_INPUT_REGISTER	1017	10	°C	s16	0	0	0
Class 1 alarm	MODBUS_INPUT_REGISTER	2195	1		u8	0	0	0
Frost protection status	MODBUS_INPUT_REGISTER	1018	1		u16	0	0	0
Total run time additional heat	MODBUS_INPUT_REGISTER	1025	10	h	s32	0	1000000	0
Power internal additional heat	MODBUS_INPUT_REGISTER	1027	100	kW	s16	0	0	0
Priority	MODBUS_INPUT_REGISTER	1028	1		u8	0	0	0
Operating mode internal add. heat	MODBUS_INPUT_REGISTER	1029	1		u8	0	0	0
Oper. mode shunt climate system 4	MODBUS_INPUT_REGISTER	1030	1		u8	0	0	0
Oper. mode shunt climate system 3	MODBUS_INPUT_REGISTER	1031	1		u8	0	0	0
Oper. mode shunt climate system 2	MODBUS_INPUT_REGISTER	1032	1		u8	0	0	0
Oper. mode shunt climate system 1	MODBUS_INPUT_REGISTER	1033	1		u8	0	0	0
Operating. mode shunt controlled additional heat	MODBUS_INPUT_REGISTER	1034	1		u8	0	0	0
Fan mode 1	MODBUS_INPUT_REGISTER	1037	1	%	u8	0	0	0
Current hot water mode without SPA/SC	MODBUS_INPUT_REGISTER	1038	1		s8	0	0	0
Min frequency compressor	MODBUS_INPUT_REGISTER	1041	1	Hz	s16	0	0	0
Max frequency compressor	MODBUS_INPUT_REGISTER	1042	1	Hz	s16	0	0	0
Air flow reference	MODBUS_INPUT_REGISTER	1043	10	m³/h	s16	0	0	0
Air flow reduction	MODBUS_INPUT_REGISTER	1044	10	%	s16	0	0	0
Inverter communication time	MODBUS_INPUT_REGISTER	1045	1		u16	0	0	0
Compressor frequency, current	MODBUS_INPUT_REGISTER	1046	10	Hz	u16	0	0	0
Inverter temperature	MODBUS_INPUT_REGISTER	1047	10	°C	s16	0	0	0
Compressor power input	MODBUS_INPUT_REGISTER	1048	1	W	u16	0	0	0
dT inverter - BT20	MODBUS_INPUT_REGISTER	1051	10	°C	s16	0	0	0
Current compressor	MODBUS_INPUT_REGISTER	1052	1	mA	s16	0	0	0
Blocking cooling	MODBUS_INPUT_REGISTER	1053	1		u8	0	0	0
External adjustment climate system 4	MODBUS_INPUT_REGISTER	1054	1		u8	0	0	0
External adjustment climate system 3	MODBUS_INPUT_REGISTER	1055	1		u8	0	0	0
External adjustment climate system 2	MODBUS_INPUT_REGISTER	1056	1		u8	0	0	0
Hot water circulation (GP11)	MODBUS_INPUT_REGISTER	1063	1		u8	0	0	0
Charge pump speed	MODBUS_INPUT_REGISTER	1064	1	%	u8	0	0	0
Compressor frequency	MODBUS_INPUT_REGISTER	1065	1	Hz	u16	0	0	0
Op.time electrical heater for hot water	MODBUS_INPUT_REGISTER	1069	10	h	s32	0	9999999	0
Compressor power input, average	MODBUS_INPUT_REGISTER	1075	1	W	s16	0	0	0
More hot water status	MODBUS_INPUT_REGISTER	1078	1		u8	0	0	0
Holiday function status	MODBUS_HOLDING_REGISTER	19	1		s8	0	0	0
Compressor starter	MODBUS_INPUT_REGISTER	1083	1		s32	-2147483648	2147483647	0
Total run time compressor	MODBUS_INPUT_REGISTER	1087	1	h	s32	-2147483648	2147483647	0
Total run time compressor hot water	MODBUS_INPUT_REGISTER	1091	1	h	s32	-2147483648	2147483647	0
Operating mode compressor	MODBUS_INPUT_REGISTER	1094	1		u8	0	0	0
Operating mode heating medium pump	MODBUS_INPUT_REGISTER	1096	1		u8	0	0	0
Compressor status	MODBUS_INPUT_REGISTER	1100	1		u8	0	0	0
Heating medium pump speed (GP1)	MODBUS_INPUT_REGISTER	1102	1	%	u8	0	0	0
Operating mode (OEK)	MODBUS_INPUT_REGISTER	1105	1		u8	0	0	0
Docked compressors heating	MODBUS_INPUT_REGISTER	1108	1		u8	0	0	0
Docked compressors hot water	MODBUS_INPUT_REGISTER	1109	1		u8	0	0	0
Diverter valve hot water (QN10)	MODBUS_INPUT_REGISTER	2196	1		u8	0	0	0
Relay status, imm. heat. board (EB100-EP14)	MODBUS_INPUT_REGISTER	1119	1		u16	0	0	0
Current status	MODBUS_INPUT_REGISTER	1120	1		u32	0	0	0
Functionality, heat pump (EP14)	MODBUS_INPUT_REGISTER	1122	1		u32	0	0	0
Functionality, heat pump (EP15)	MODBUS_INPUT_REGISTER	1125	1		u32	0	0	0
Blocked	MODBUS_INPUT_REGISTER	1132	1		u8	0	0	0
Version (EB100)	MODBUS_INPUT_REGISTER	1496	1		u16	0	0	0
Heat pump type (EB100)	MODBUS_INPUT_REGISTER	1497	1		u8	0	0	0
Compressor size (EB100)	MODBUS_INPUT_REGISTER	1498	1		u8	0	0	0
Compressor, oper. time, total (EB100-EP15)	MODBUS_INPUT_REGISTER	1515	1	h	u32	0	0	0
Compressor, oper. time, hot water (EB100-EP15)	MODBUS_INPUT_REGISTER	1517	1	h	u32	0	0	0
Return line (EB100-BT3)	MODBUS_INPUT_REGISTER	1520	10	°C	s16	0	0	0
Brine in (EB100-BT10)	MODBUS_INPUT_REGISTER	1521	10	°C	s16	0	0	0
Brine out (EB100-BT11)	MODBUS_INPUT_REGISTER	1522	10	°C	s16	0	0	0
Condenser (EB100-BT2)	MODBUS_INPUT_REGISTER	1523	10	°C	s16	0	0	0
Discharge (EB100-BT14)	MODBUS_INPUT_REGISTER	1524	10	°C	s16	0	0	0
Liquid line (EB100-BT15)	MODBUS_INPUT_REGISTER	1525	10	°C	s16	0	0	0
Suction gas (EB100-BT17)	MODBUS_INPUT_REGISTER	1526	10	°C	s16	0	0	0
Compressor sensor (EB100-BT29)	MODBUS_INPUT_REGISTER	1527	10	°C	s16	0	0	0
Low press (EB100-BP8)	MODBUS_INPUT_REGISTER	1528	10	°C	s16	0	0	0
Compressor status (EB100)	MODBUS_INPUT_REGISTER	1529	1		u8	0	0	0
Compressor, time to start (EB100-EP14)	MODBUS_INPUT_REGISTER	1530	1	min	u8	0	0	0
Relay status (EB100-EP14)	MODBUS_INPUT_REGISTER	1531	1		u16	0	0	0
Heating medium pump (EB100)	MODBUS_INPUT_REGISTER	1532	1	%	u8	0	0	0
Brine pump (EB100)	MODBUS_INPUT_REGISTER	1533	1	%	u8	0	0	0
Compressor, number of starts (EB100-EP14)	MODBUS_INPUT_REGISTER	1534	1		u32	0	0	0
Compressor, oper. time, total (EB100-EP14)	MODBUS_INPUT_REGISTER	1536	1	h	u32	0	0	0
Compressor, oper. time, hot water (EB100-EP14)	MODBUS_INPUT_REGISTER	1538	1	h	u32	0	0	0
Relay status (SAM)	MODBUS_INPUT_REGISTER	1560	1		u8	0	0	0
Date, periodic hot water	MODBUS_INPUT_REGISTER	1561	1		-	-	-	-
Blocked compressors	MODBUS_INPUT_REGISTER	2174	1		u32	0	0	0
Used compressors hot water	MODBUS_INPUT_REGISTER	1571	1		u8	0	0	0
Used compressors heating	MODBUS_INPUT_REGISTER	1572	1		u8	0	0	0
Relay status (SCA40/41/42)	MODBUS_INPUT_REGISTER	1587	1		u8	0	0	0
(EB100-EP14-BT28)	MODBUS_INPUT_REGISTER	1625	10	°C	s16	0	0	0
(EB100-EP14-BT16)	MODBUS_INPUT_REGISTER	1626	10	°C	s16	0	0	0
Bit register (EB100)	MODBUS_INPUT_REGISTER	1687	1		u8	0	0	0
Controlling hot water sensor (EB100-BT6)	MODBUS_INPUT_REGISTER	1688	10	°C	s16	0	0	0
Display hot water sensor (EB100-BT7)	MODBUS_INPUT_REGISTER	1689	10	°C	s16	0	0	0
Supply temperature sensor (EB100-BT2)	MODBUS_INPUT_REGISTER	1690	10	°C	s16	0	0	0
Compressor status (EB100-EP15)	MODBUS_INPUT_REGISTER	1691	1		u8	0	0	0
Compressor status (EB100-EP14)	MODBUS_INPUT_REGISTER	1692	1		u8	0	0	0
BP4, unprocessed (EB108-EP15)	MODBUS_INPUT_REGISTER	1695	1		s16	0	0	0
Low pressure (EB108-EP15--BP8)	MODBUS_INPUT_REGISTER	1697	10	bar	s16	0	0	0
Prot. status (EB108-EP15)	MODBUS_INPUT_REGISTER	1699	1		u16	0	0	0
Defrosting (EB108-EP15)	MODBUS_INPUT_REGISTER	1700	1		u8	0	0	0
BP4, unprocessed (EB108-EP14)	MODBUS_INPUT_REGISTER	1702	1		s16	0	0	0
Defrosting (EB108)	MODBUS_INPUT_REGISTER	1707	1		u8	0	0	0
BP4, unprocessed (EB107-EP15)	MODBUS_INPUT_REGISTER	1709	1		s16	0	0	0
Low pressure (EB107-EP15--BP8)	MODBUS_INPUT_REGISTER	1711	10	bar	s16	0	0	0
Prot. status (EB107-EP15)	MODBUS_INPUT_REGISTER	1713	1		u16	0	0	0
Defrosting (EB107-EP15)	MODBUS_INPUT_REGISTER	1714	1		u8	0	0	0
Power (EB107-EP15)	MODBUS_INPUT_REGISTER	1715	1	kW	u8	0	0	0
BP4, unprocessed (EB107-EP14)	MODBUS_INPUT_REGISTER	1716	1		s16	0	0	0
Defrosting (EB107)	MODBUS_INPUT_REGISTER	1721	1		u8	0	0	0
Power (EB107-EP14)	MODBUS_INPUT_REGISTER	1722	1	kW	u8	0	0	0
BP4, unprocessed (EB106-EP15)	MODBUS_INPUT_REGISTER	1723	1		s16	0	0	0
Low pressure (EB106-EP15--BP8)	MODBUS_INPUT_REGISTER	1725	10	bar	s16	0	0	0
Prot. status (EB106-EP15)	MODBUS_INPUT_REGISTER	1727	1		u16	0	0	0
Defrosting (EB106-EP15)	MODBUS_INPUT_REGISTER	1728	1		u8	0	0	0
Power (EB106-EP15)	MODBUS_INPUT_REGISTER	1729	1	kW	u8	0	0	0
BP4, unprocessed (EB106-EP14)	MODBUS_INPUT_REGISTER	1730	1		s16	0	0	0
Defrosting (EB106)	MODBUS_INPUT_REGISTER	1735	1		u8	0	0	0
Power (EB106-EP14)	MODBUS_INPUT_REGISTER	1736	1	kW	u8	0	0	0
BP4, unprocessed (EB105-EP15)	MODBUS_INPUT_REGISTER	1737	1		s16	0	0	0
Low pressure (EB105-EP15--BP8)	MODBUS_INPUT_REGISTER	1739	10	bar	s16	0	0	0
