ModbusManager 1.0.9
20200624
Product: F730
Database: 8310
Title;Info;ID;Unit;Size;Factor;Min;Max;Default;Mode
"EB100-FD1 Temperature limiter";"";40054;"";s16;1;0;0;0;R;
"BT1 Average";"EB100-BT1 Outdoor temperature average";40067;"°C";s16;10;0;0;0;R;
"BT25 Ext. Supply";"External supply temperature, BT25";40071;"°C";s16;10;0;0;0;R;
"BF1 EP14 Flow";"Current flow EP14|Current flow EP15";40072;"l/m";s16;10;0;0;0;R;
"EB100-FR1 Anode Status";"";40074;"";s16;1;0;0;0;R;
"BT6 external water heater load temp.";"Used in DEW, SCA and AHPS Docking accessories";40077;"°C";s16;10;0;0;0;R;
"BT7 external water heater top temp.";"Used in DEW, SCA and AHPS Docking accessories";40078;"°C";s16;10;0;0;0;R;
"EB100-BE3 Current";"";40079;"A";u32;10;0;0;0;R;
"EB100-BE2 Current";"";40081;"A";u32;10;0;0;0;R;
"EB100-BE1 Current";"";40083;"A";u32;10;0;0;0;R;
"EP23-BT3 Return temp S4";"Return temperature for system 4";40127;"°C";s16;10;0;0;0;R;
"EP22-BT3 Return temp S3";"Return temperature for system 3";40128;"°C";s16;10;0;0;0;R;
"EP21-BT3 Return temp S2";"Return temperature for system 2";40129;"°C";s16;10;0;0;0;R;
"EP47-BT2 Supply temp S8";"Supply temperature for system 8";40159;"°C";s16;10;0;0;0;R;
"EP46-BT2 Supply temp S7";"Supply temperature for system 7";40160;"°C";s16;10;0;0;0;R;
"EP45-BT2 Supply temp S6";"Supply temperature for system 6";40161;"°C";s16;10;0;0;0;R;
"EP44-BT2 Supply temp S5";"Supply temperature for system 5";40162;"°C";s16;10;0;0;0;R;
"EP47-BT3 Return temp S8";"Return temperature for system 8";40163;"°C";s16;10;0;0;0;R;
"EP46-BT3 Return temp S7";"Return temperature for system 7";40164;"°C";s16;10;0;0;0;R;
"EP45-BT3 Return temp S6";"Return temperature for system 6";40165;"°C";s16;10;0;0;0;R;
"EP44-BT3 Return temp S5";"Return temperature for system 5";40166;"°C";s16;10;0;0;0;R;
"EP47-BT50 Room Temp S8";"";40167;"°C";s16;10;0;0;0;R;
"EP46-BT50 Room Temp S7";"";40168;"°C";s16;10;0;0;0;R;
"EP45-BT50 Room Temp S6";"";40169;"°C";s16;10;0;0;0;R;
"EP44-BT50 Room Temp S5";"";40170;"°C";s16;10;0;0;0;R;
"BT1 Average, 1h";"EB100-BT1 Outdoor temperature average, 1h";40185;"°C";s16;10;0;0;0;R;
"EP47-BT50 Room Temp S8 Average";"";40188;"°C";s16;10;0;0;0;R;
"EP46-BT50 Room Temp S7 Average";"";40189;"°C";s16;10;0;0;0;R;
"EP45-BT50 Room Temp S6 Average";"";40190;"°C";s16;10;0;0;0;R;
"EP44-BT50 Room Temp S5 Average";"";40191;"°C";s16;10;0;0;0;R;
"EP23-BT50 Room Temp S4 Average";"";40192;"°C";s16;10;0;0;0;R;
"EP22-BT50 Room Temp S3 Average";"";40193;"°C";s16;10;0;0;0;R;
"EP21-BT50 Room Temp S2 Average";"";40194;"°C";s16;10;0;0;0;R;
"BT50 Room Temp S1 Average";"";40195;"°C";s16;10;0;0;0;R;
"BT74 Average";"BT74 heating cooling sensor average";40212;"°C";s16;10;0;0;0;R;
"Calc. Supply S8";"Calculated supply temperature for the climate system";40217;"°C";s16;10;0;0;0;R;
"Calc. Supply S7";"Calculated supply temperature for the climate system";40218;"°C";s16;10;0;0;0;R;
"Calc. Supply S6";"Calculated supply temperature for the climate system";40219;"°C";s16;10;0;0;0;R;
"Calculated Supply S5";"Calculated supply temperature for the climate system";40220;"°C";s16;10;0;0;0;R;
"Mixing Valve State S8";"State of the mixing valve for the climate system";40305;"";u8;1;0;0;0;R;
"Mixing Valve State S7";"State of the mixing valve for the climate system";40306;"";u8;1;0;0;0;R;
"Mixing Valve State S6";"State of the mixing valve for the climate system";40307;"";u8;1;0;0;0;R;
"Mixing Valve State S5";"State of the mixing valve for the climate system";40308;"";u8;1;0;0;0;R;
"Inverter drive status";"";40317;"";u16;1;0;0;0;R;
"Compressor Frequency, Request";"The compressor frequency that has been requested by the system";40321;"Hz";u16;1;0;0;0;R;
"Max Compressor Frequency, Heating";"The maximum frequency of the compressor in heating mode";40322;"Hz";u16;100;0;0;0;R;
"Inverter alarm code";"";40323;"";u16;1;0;0;0;R;
"Inverter fault code";"";40324;"";u16;1;0;0;0;R;
"Inverter drive command";"";40326;"";u16;1;0;0;0;R;
"NIBE Inverter Pic version";"";40327;"";u16;1;0;0;0;R;
"NIBE Inverter 8051 version";"";40328;"";u16;1;0;0;0;R;
"NIBE Inverter Def. Wizard";"";40329;"";u16;1;0;0;0;R;
"NIBE Inverter Mce version";"";40330;"";u16;1;0;0;0;R;
"NIBE Inverter Hw version";"";40331;"";u16;1;0;0;0;R;
"NIBE Inverter Hw type";"";40332;"";u16;1;0;0;0;R;
"External adjustment activated via input S8";"";40339;"";u8;1;0;0;0;R;
"External adjustment activated via input S7";"";40340;"";u8;1;0;0;0;R;
"External adjustment activated via input S6";"";40341;"";u8;1;0;0;0;R;
"External adjustment activated via input S5";"";40342;"";u8;1;0;0;0;R;
"Extra heating system pump S8";"";40365;"";u8;1;0;0;0;R;
"Extra heating system pump S7";"";40366;"";u8;1;0;0;0;R;
"Extra heating system pump S6";"";40367;"";u8;1;0;0;0;R;
"Extra heating system pump S5";"";40368;"";u8;1;0;0;0;R;
"Tot. ext. HW add op.time";"Total external hw-electric additive operation time";40755;"h";s32;10;0;9999999;0;R;
"Heat Meter - Pool2 Cpr EP14";"Accumulated energy production as calculated by the heat meter";40771;"kWh";u32;10;0;0;0;R;
"Compressor slow down reason";"Bitmap telling the reason to why the compressor slows down. b0:inverter b1:brine b2:current b3:high cond b4:hot gas b5:evaporator";40813;"";u8;1;0;0;0;R;
"Available Heat Compressors";"Number of compressors available for heating";40818;"";u8;1;0;0;0;R;
"Available Hot Water Compressors";"Number of compressors available for to hot water";40819;"";u8;1;0;0;0;R;
"+Adjust AUX Port";"";40868;"1";u8;1;0;0;0;R;
"+Adjust OP mode";"Tells if plusadjust system calls for heat or cool";40870;"";u8;1;0;0;0;R;
"+Adjust Comfort mode";"Which comfort mode";40871;"";u8;1;0;0;0;R;
"+Adjust Parallell adjustment";"requested adjustment";40872;"";s8;1;0;0;0;R;
"+Adjust Humidity";"Humidity";40873;"%RH";s16;10;0;0;0;R;
"+Adjust Temp indoor";"Average of all room sensors";40874;"°C";s16;10;0;0;0;R;
"+Adjust Temp outdoor";"Outdoor temp";40875;"°C";s16;10;0;0;0;R;
"+Adjust Version";"PCA input version";40876;"";u16;1;0;0;0;R;
"+Adjust Activated";"If plusadjust accessory is activated";40877;"";u8;1;0;0;0;R;
"+Adjust Need";"If plusadjust system calls for heat";40878;"";u8;1;0;0;0;R;
"BT64 Average";"BT64 Cooling supply average";40889;"°C";s16;10;0;0;0;R;
"EB100-FD3 Temperature limiter";"";40918;"";s16;1;0;0;0;R;
"State Outdoor Air Mixing";"The state of the Outdoor Air Mixing function";40919;"";u8;1;0;0;0;R;
"Kind of defrost";"Kind of defrost: 0 = No defrost, 1 = Passive defrost, 2 = Active defrost";40932;"";u8;1;0;0;0;R;
"Active defrosting time";"Calculated time for active defrosting of the compressor.";40934;"s";s16;1;0;0;0;R;
"Passive defrosting time";"Calculated time for passive defrosting of the compressor.";40935;"s";s16;1;0;0;0;R;
"Degree Minutes (32 bit)";"Degree minutes, 32bit value. Full resolution.";40940;"";s32;10;-30000;30000;0;R/W;
"Inverter min speed";"";40993;"";u16;1;0;0;0;R;
"Inverter max speed";"";40994;"";u16;1;0;0;0;R;
"External Energy Meter 2 Accumulated Energy";"";40995;"kWh";u32;100;0;2147483647;0;R;
"External Energy Meter 1 Accumulated Energy";"";40997;"kWh";u32;100;0;2147483647;0;R;
"EB100-Adjusted BS1 Air flow";"";41026;"";s16;10;0;0;0;R;
"Humidity average";"Humidity average";41027;"%";s16;10;0;0;0;R;
"AA20-BE5 EME10 Current";"";41189;"A";s16;10;0;0;0;R;
"AA20-BE5 EME10 Average Current";"";41190;"A";s16;10;0;0;0;R;
"PV Panel State";"";41191;"";u8;1;0;0;0;R;
"OEK accessory block status";"Indicates if the OEK accessory is externally blocked.";41214;"";u8;1;0;0;0;R;
"OEK state";"Indicates the internal state of the OEK accessory. Inactive states: 10, 40:. Active states: 20, 30, 50, 60, 70.";41215;"";u8;1;0;0;0;R;
"OEK accessory relays";"b0:QN38 outdoor air damper, b1-b7: 0 (not used)";41216;"";u8;1;0;0;0;R;
"Fan speed current";"The current fan speed after scheduling and blocks are considered";41256;"%";u8;1;0;0;0;R;
"Fan speed current";"The current fan speed after scheduling and blocks are considered";41257;"%";u8;1;0;0;0;R;
"Fan speed current";"The current fan speed after scheduling and blocks are considered";41258;"%";u8;1;0;0;0;R;
"Smart Home Mode";"Current smart home mode, 0=Default,1=Away from home,2=Vacation";41265;"";u8;1;0;0;0;R;
"Offset to smart home system";"Offset to smart home system";41266;"°C";s8;10;0;0;0;R;
"Smart Home ctrl syst 8";"Smart Home is controlling the system";41267;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 7";"Smart Home is controlling the system";41268;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 6";"Smart Home is controlling the system";41269;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 5";"Smart Home is controlling the system";41270;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 4";"Smart Home is controlling the system";41271;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 3";"Smart Home is controlling the system";41272;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 2";"Smart Home is controlling the system";41273;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 1";"Smart Home is controlling the system";41274;"";u8;1;0;0;0;R;
"EB100-BL3 Condensation water level guard";"";41787;"";s16;1;0;0;0;R;
"HP consumed energy due to ventilation";"";41846;"kWh";u32;10;0;2147483647;0;R;
"HP consumed energy due to hot water";"";41848;"kWh";u32;10;0;2147483647;0;R;
"HP consumed energy due to heating";"";41850;"kWh";u32;10;0;2147483647;0;R;
"Smart Price Adaption Price";"The current electric price";41928;"";u16;100;0;0;0;R;
"Smart Price Adaption Price Level";"Whether the current price is unknown (0), low (1), medium (2), high (3)";41929;"";u8;1;0;0;0;R;
"AA23-BE5 Power 10";"";41930;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 9";"";41931;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 8";"";41932;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 7";"";41933;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 6";"";41934;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 5";"";41935;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 4";"";41936;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 3";"";41937;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 2";"";41938;"W";u16;1;0;0;0;R;
"AA23-BE5 Power 1";"";41939;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 10";"";41940;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 9";"";41941;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 8";"";41942;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 7";"";41943;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 6";"";41944;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 5";"";41945;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 4";"";41946;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 3";"";41947;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 2";"";41948;"W";u16;1;0;0;0;R;
"AA23-BE5 Error High 1";"";41949;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 10";"";41950;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 9";"";41951;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 8";"";41952;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 7";"";41953;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 6";"";41954;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 5";"";41955;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 4";"";41956;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 3";"";41957;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 2";"";41958;"W";u16;1;0;0;0;R;
"AA23-BE5 Error Low 1";"";41959;"W";u16;1;0;0;0;R;
"AA23-BE5 Com Percentage 10";"";41960;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 9";"";41961;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 8";"";41962;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 7";"";41963;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 6";"";41964;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 5";"";41965;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 4";"";41966;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 3";"";41967;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 2";"";41968;"%";u8;1;0;0;0;R;
"AA23-BE5 Com Percentage 1";"";41969;"%";u8;1;0;0;0;R;
"AA23-BE5 Voltage1 10";"";41980;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 9";"";41981;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 8";"";41982;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 7";"";41983;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 6";"";41984;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 5";"";41985;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 4";"";41986;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 3";"";41987;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 2";"";41988;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 1";"";41989;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 10";"";41990;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 9";"";41991;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 8";"";41992;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 7";"";41993;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 6";"";41994;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 5";"";41995;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 4";"";41996;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 3";"";41997;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 2";"";41998;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 1";"";41999;"V";u16;10;0;0;0;R;
"AA23-BE5 Temperature 10";"";42000;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 9";"";42001;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 8";"";42002;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 7";"";42003;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 6";"";42004;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 5";"";42005;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 4";"";42006;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 3";"";42007;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 2";"";42008;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 1";"";42009;"°C";u16;10;0;0;0;R;
"AA23-BE5 Energy 10";"";42010;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 9";"";42012;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 8";"";42014;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 7";"";42016;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 6";"";42018;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 5";"";42020;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 4";"";42022;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 3";"";42024;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 2";"";42026;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 1";"";42028;"kWh";u32;10;0;0;0;R;
"AA23-BE5 EME20 Version";"";42030;"";u16;1;0;0;0;R;
"PV Panel Heat Offset";"";42033;"°C";u8;10;0;0;0;R;
"PV Panel Pool Offset";"";42034;"°C";u8;10;0;0;0;R;
"AA23-BE5 EME20 Total Power";"";42035;"W";u32;1;0;0;0;R;
"AA23-BE5 EME20 Total Average Power";"";42037;"W";u32;1;0;0;0;R;
"AA23-BE5 EME20 Total Energy";"";42075;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Alarm 504";"";42080;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 505";"";42081;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 506";"";42082;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 507";"";42083;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 508";"";42084;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 509";"";42085;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 510";"";42086;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 511";"";42087;"";u8;1;0;0;0;R;
"BT1 Average, 24h";"EB100-BT1 Outdoor temperature average, 24h";42100;"°C";s16;10;0;0;0;R;
"Used heating power average, 24h";"Used heating power average, 24h";42101;"°C";s16;10;0;0;0;R;
"Heat Meter - HW Cpr and Add - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42437;"kWh";u32;10;0;0;0;R;
"Heat Meter - Heat Cpr and Add - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42439;"kWh";u32;10;0;0;0;R;
"Heat Meter - Pool Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42443;"kWh";u32;10;0;0;0;R;
"Heat Meter - HW Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42445;"kWh";u32;10;0;0;0;R;
"Heat Meter - Heat Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42447;"kWh";u32;10;0;0;0;R;
"External Energy Meter Accumulated System";"";42504;"kWh";u32;1;0;0;0;R;
"Software version";"";43001;"";u16;1;0;0;0;R;
"Degree Minutes (16 bit)";"Degree minutes, 16bit value (-32768 < x < 32767). Values outside valid values are rounded to the closest valid value.";43005;"";s16;10;-30000;30000;0;R/W;
"Calc. Supply S4";"Calculated supply temperature for the climate system";43006;"°C";s16;10;0;0;0;R;
"Calc. Supply S3";"Calculated supply temperature for the climate system";43007;"°C";s16;10;0;0;0;R;
"Calc. Supply S2";"Calculated supply temperature for the climate system";43008;"°C";s16;10;0;0;0;R;
"Calc. Supply S1";"Calculated supply temperature for the climate system";43009;"°C";s16;10;0;0;0;R;
"Freeze Protection Status";"1 = Freeze protection active";43013;"";u8;1;0;0;0;R;
"t. after mode change";"Time after mode change";43062;"";u8;1;0;0;0;R;
"Heat Medium Flow dT Set Point";"Set point delta T for the heat medium flow";43064;"";s16;10;0;0;0;R;
"Heat Medium Flow dT Actual";"Current value of the delta T for the heat medium flow";43065;"";s16;10;0;0;0;R;
"Defrosting time";"Defrosting time";43066;"s";s16;1;0;0;0;R;
"Tot. op.time add.";"Total electric additive operation time";43081;"h";s32;10;0;1000000;0;R;
"Int. el.add. Power";"Current power from the internal electrical addition";43084;"kW";s16;100;0;0;0;R;
"Prio";"Indicates what heating action (HW/heat/pool) currently prioritised 10=Off 20=Hot Water 30=Heat 40=Pool 41=Pool 2 50=Transfer 60=Cooling";43086;"";u8;1;0;0;0;R;
"Int. el.add. State";"Number of steps active for internal step-controlled addition";43091;"";u8;1;0;0;0;R;
"Mixing Valve State S4";"State of the mixing valve for the climate system";43093;"";u8;1;0;0;0;R;
"Mixing Valve State S3";"State of the mixing valve for the climate system";43094;"";u8;1;0;0;0;R;
"Mixing Valve State S2";"State of the mixing valve for the climate system";43095;"";u8;1;0;0;0;R;
"Mixing Valve State S1";"State of the mixing valve for the climate system";43096;"";u8;1;0;0;0;R;
"Fan speed current";"The current fan speed after scheduling and blocks are considered";43108;"%";u8;1;0;0;0;R;
"Compr. current min.freq.";"The current minimum frequency of the compressor";43122;"Hz";s16;1;0;0;0;R;
"Compr. current max.freq.";"The current maximum frequency of the compressor";43123;"Hz";s16;1;0;0;0;R;
"Airflow ref.";"Reference value for the airflow.";43124;"";s16;10;0;0;0;R;
"Inverter com. timer";"This value shows the time since last communication with the inverter";43132;"sec";u16;1;0;0;0;R;
"Compressor Frequency, Actual";"The compressor frequency the compressor is currently running at";43136;"Hz";u16;10;0;0;0;R;
"Inverter Temperature";"Current inverter temparture";43140;"°C";s16;10;0;0;0;R;
"compr. in power";"The power delivered from the inverter to the compressor";43141;"W";u16;1;0;0;0;R;
"Compr. in current";"The current delivered from the inverter to the compressor";43147;"A";s16;1;0;0;0;R;
"External adjustment activated via input S4";"";43158;"";u8;1;0;0;0;R;
"External adjustment activated via input S3";"";43159;"";u8;1;0;0;0;R;
"External adjustment activated via input S2";"";43160;"";u8;1;0;0;0;R;
"External adjustment activated via input S1";"";43161;"";u8;1;0;0;0;R;
"Compressor Frequency, Target";"The targeted compressor frequency, before excluding any blocked frequencies";43182;"Hz";u16;1;0;0;0;R;
"GP10 Ext. Supply Pump Status";"External supply pump status. 1=on,0=off";43189;"";u8;1;0;0;0;R;
"Tot. HW op.time add.";"Total electric additive operation time in hot water mode";43239;"h";s32;10;0;9999999;0;R;
"compr. in power mean";"Mean power delivered from the inverter to the compressor. Mean is calculated every 10 seconds.";43375;"W";s16;1;0;0;0;R;
"Compressor starts EB100-EP14";"Number of compressorer starts";43416;"";s32;1;0;9999999;0;R;
"Tot. op.time compr. EB100-EP14";"Total compressorer operation time";43420;"h";s32;1;0;9999999;0;R;
"Tot. HW op.time compr. EB100-EP14";"Total compressorer operation time in hot water mode";43424;"h";s32;1;0;9999999;0;R;
"Compressor State EP14";"20 = Stopped, 40 = Starting, 60 = Running, 100 = Stopping";43427;"";u8;1;0;0;0;R;
"Supply Pump State EP14";"10=off,15=starting,20=on,40=10-day mode,80=calibration";43431;"";u8;1;0;0;0;R;
"Cpr Status EP14";"Status of the compressor. 1=on,0=off 0=Off 1=On";43435;"";u8;1;0;0;0;R;
"Supply Pump Speed EP14";"Supply pump speed in %";43437;"%";u8;1;0;0;0;R;
"EB100-EP14 PCA Base Relays";"Indicates active relays on the PCA Base card. Please refer to the wiring diagram for relay description. Binary encoded. 1=on, 0=off. Bit0=K4,Bit1=K3,Bit2=K2,Bit3=K1";43514;"";u8;1;0;0;0;R;
"PCA-Power Relays EP14";"Indicates the active relays on the PCA-Power card. The information is binary encoded";43516;"";u8;1;0;0;0;R;
"Used cprs. HW";"The number of compressors that's currently producing hot water";44282;"";u8;1;0;0;0;R;
"Used cprs. heat";"The number of compressors that's currently producing heating";44283;"";u8;1;0;0;0;R;
"Heat Meter - HW Cpr and Add EP14";"Accumulated energy production as calculated by the heat meter";44298;"kWh";u32;10;0;0;0;R;
"Heat Meter - Heat Cpr and Add EP14";"Accumulated energy production as calculated by the heat meter";44300;"kWh";u32;10;0;0;0;R;
"Heat Meter - Pool Cpr EP14";"Accumulated energy production as calculated by the heat meter";44304;"kWh";u32;10;0;0;0;R;
"Heat Meter - HW Cpr EP14";"Accumulated energy production as calculated by the heat meter";44306;"kWh";u32;10;0;0;0;R;
"Heat Meter - Heat Cpr EP14";"Accumulated energy production as calculated by the heat meter";44308;"kWh";u32;10;0;0;0;R;
"Software release";"";44331;"";u8;1;0;0;0;R;
"Extra heating system pump S4";"";44744;"";u8;1;0;0;0;R;
"Extra heating system pump S3";"";44745;"";u8;1;0;0;0;R;
"Extra heating system pump S2";"";44746;"";u8;1;0;0;0;R;
"State SG Ready";"";44874;"";u8;1;0;0;0;R;
"SG Ready input A";"";44878;"";u8;1;0;0;0;R;
"SG Ready input B";"";44879;"";u8;1;0;0;0;R;
"Smart Price Adaption Heating Offset";"";44896;"";s8;10;0;0;0;R;
"Smart Price Adaption HW Comfort Mode";"0=Eco,1=Normal,2=Luxury,10=Normal+,20=Mini";44897;"";s8;1;0;0;0;R;
"Smart Price Adaption Pool Offset";"";44898;"";s8;1;0;0;0;R;
"Smart Price Adaption Cool Offset";"";44899;"";s8;1;0;0;0;R;
"State smart price adaption";"";44908;"";u8;1;0;0;0;R;
"Alarm";"Indicates the alarm number of the most severe current alarm";45001;"";s16;1;0;0;0;R;
"Floor drying timer";"";47291;"hrs";u16;1;0;10000;0;R;
"Silent Mode Status";"1 = active, 0 = inactive";48206;"";u8;1;0;0;0;R;
"+Adjust Parallell factor";"";40879;"1";s8;1;1;10;5;R/W;
"+Adjust Max change";"Largest allowed change";40880;"";s8;1;0;0;0;R/W;
"+Adjust Affect system8";"System affected by paralell change";40881;"";u8;1;0;1;0;R/W;
"+Adjust Affect system7";"System affected by paralell change";40882;"";u8;1;0;1;0;R/W;
"+Adjust Affect system6";"System affected by paralell change";40883;"";u8;1;0;1;0;R/W;
"+Adjust Affect system5";"System affected by paralell change";40884;"";u8;1;0;1;0;R/W;
"+Adjust Affect system4";"System affected by paralell change";40885;"";u8;1;0;1;0;R/W;
