ModbusManager 1.0.9
20200624
Product: SMO40
Database: 8310
Title;Info;ID;Unit;Size;Factor;Min;Max;Default;Mode
"BT63 Add Supply Temp";"";40121;"ºC";s16;10;0;0;0;R;
"EP23-BT3 Return temp S4";"Return temperature for system 4";40127;"°C";s16;10;0;0;0;R;
"EP22-BT3 Return temp S3";"Return temperature for system 3";40128;"°C";s16;10;0;0;0;R;
"EP21-BT3 Return temp S2";"Return temperature for system 2";40129;"°C";s16;10;0;0;0;R;
"BT70 HW Comfort Supply Temp.";"Hot water comfort supply temperature, BT70";40147;"°C";s16;10;0;0;0;R;
"BT71 Ext. Return Temp";"External return temperature, BT71";40152;"°C";s16;10;0;0;0;R;
"EP47-BT2 Supply temp S8";"Supply temperature for system 8";40159;"°C";s16;10;0;0;0;R;
"EP46-BT2 Supply temp S7";"Supply temperature for system 7";40160;"°C";s16;10;0;0;0;R;
"EP45-BT2 Supply temp S6";"Supply temperature for system 6";40161;"°C";s16;10;0;0;0;R;
"EP44-BT2 Supply temp S5";"Supply temperature for system 5";40162;"°C";s16;10;0;0;0;R;
"EP47-BT3 Return temp S8";"Return temperature for system 8";40163;"°C";s16;10;0;0;0;R;
"EP46-BT3 Return temp S7";"Return temperature for system 7";40164;"°C";s16;10;0;0;0;R;
"EP45-BT3 Return temp S6";"Return temperature for system 6";40165;"°C";s16;10;0;0;0;R;
"EP44-BT3 Return temp S5";"Return temperature for system 5";40166;"°C";s16;10;0;0;0;R;
"EP47-BT50 Room Temp S8";"";40167;"°C";s16;10;0;0;0;R;
"EP46-BT50 Room Temp S7";"";40168;"°C";s16;10;0;0;0;R;
"EP45-BT50 Room Temp S6";"";40169;"°C";s16;10;0;0;0;R;
"EP44-BT50 Room Temp S5";"";40170;"°C";s16;10;0;0;0;R;
"AZ30-BT23 Outdoor temp. ERS 1";"";40183;"°C";s16;10;0;0;0;R;
"BT1 Average, 1h";"EB100-BT1 Outdoor temperature average, 1h";40185;"°C";s16;10;0;0;0;R;
"EP47-BT50 Room Temp S8 Average";"";40188;"°C";s16;10;0;0;0;R;
"EP46-BT50 Room Temp S7 Average";"";40189;"°C";s16;10;0;0;0;R;
"EP45-BT50 Room Temp S6 Average";"";40190;"°C";s16;10;0;0;0;R;
"EP44-BT50 Room Temp S5 Average";"";40191;"°C";s16;10;0;0;0;R;
"EP23-BT50 Room Temp S4 Average";"";40192;"°C";s16;10;0;0;0;R;
"EP22-BT50 Room Temp S3 Average";"";40193;"°C";s16;10;0;0;0;R;
"EP21-BT50 Room Temp S2 Average";"";40194;"°C";s16;10;0;0;0;R;
"BT50 Room Temp S1 Average";"";40195;"°C";s16;10;0;0;0;R;
"BT74 Average";"BT74 heating cooling sensor average";40212;"°C";s16;10;0;0;0;R;
"BT25 Ext. supply temp, cooling";"";40216;"°C";s16;10;0;0;0;R;
"Calc. Supply S8";"Calculated supply temperature for the climate system";40217;"°C";s16;10;0;0;0;R;
"Calc. Supply S7";"Calculated supply temperature for the climate system";40218;"°C";s16;10;0;0;0;R;
"Calc. Supply S6";"Calculated supply temperature for the climate system";40219;"°C";s16;10;0;0;0;R;
"Calculated Supply S5";"Calculated supply temperature for the climate system";40220;"°C";s16;10;0;0;0;R;
"Calc. Cooling Supply S8";"Calculated supply temperature in cooling mode for the climate system";40221;"°C";s16;10;0;0;0;R;
"Calc. Cooling Supply S7";"Calculated supply temperature in cooling mode for the climate system";40222;"°C";s16;10;0;0;0;R;
"Calc. Cooling Supply S6";"Calculated supply temperature in cooling mode for the climate system";40223;"°C";s16;10;0;0;0;R;
"Calc. Cooling Supply S5";"Calculated supply temperature in cooling mode for the climate system";40224;"°C";s16;10;0;0;0;R;
"Mixing Valve State S8";"State of the mixing valve for the climate system";40305;"";u8;1;0;0;0;R;
"Mixing Valve State S7";"State of the mixing valve for the climate system";40306;"";u8;1;0;0;0;R;
"Mixing Valve State S6";"State of the mixing valve for the climate system";40307;"";u8;1;0;0;0;R;
"Mixing Valve State S5";"State of the mixing valve for the climate system";40308;"";u8;1;0;0;0;R;
"External ERS 1 accessory relays";"Indicates the status of the relays on the ERS accessory. The information is binary encoded. b0: K1, b1: K2, b2: K3, b3: K4";40310;"";u8;1;0;0;0;R;
"External ERS 1 accessory GQ2 speed";"Indicates the speed of the GQ2 fan speed on the ERS accessory.";40311;"%";u8;1;0;0;0;R;
"External ERS 1 accessory GQ3 speed";"Indicates the speed of the GQ3 fan speed on the ERS accessory.";40312;"%";u8;1;0;0;0;R;
"External adjustment activated via input S8";"";40339;"";u8;1;0;0;0;R;
"External adjustment activated via input S7";"";40340;"";u8;1;0;0;0;R;
"External adjustment activated via input S6";"";40341;"";u8;1;0;0;0;R;
"External adjustment activated via input S5";"";40342;"";u8;1;0;0;0;R;
"Extra heating system pump S8";"";40365;"";u8;1;0;0;0;R;
"Extra heating system pump S7";"";40366;"";u8;1;0;0;0;R;
"Extra heating system pump S6";"";40367;"";u8;1;0;0;0;R;
"Extra heating system pump S5";"";40368;"";u8;1;0;0;0;R;
"BT82 HW Comfort Return Temp";"";40625;"°C";s16;10;0;0;0;R;
"BT83 HW Comfort Cylinder Temp";"";40626;"°C";s16;10;0;0;0;R;
"EB108-EP14 Tot. Cooling op.time compr";"";40653;"h";u32;1;0;9999999;0;R;
"EB108-EP14 Tot. Pool1 op.time compr";"";40655;"h";u32;1;0;9999999;0;R;
"EB108-EP14 Tot. Pool2 op.time compr";"";40657;"h";u32;1;0;9999999;0;R;
"EB107-EP14 Tot. Cooling op.time compr";"";40665;"h";u32;1;0;9999999;0;R;
"EB107-EP14 Tot. Pool1 op.time compr";"";40667;"h";u32;1;0;9999999;0;R;
"EB107-EP14 Tot. Pool2 op.time compr";"";40669;"h";u32;1;0;9999999;0;R;
"EB106-EP14 Tot. Cooling op.time compr";"";40677;"h";u32;1;0;9999999;0;R;
"EB106-EP14 Tot. Pool1 op.time compr";"";40679;"h";u32;1;0;9999999;0;R;
"EB106-EP14 Tot. Pool2 op.time compr";"";40681;"h";u32;1;0;9999999;0;R;
"EB105-EP14 Tot. Cooling op.time compr";"";40689;"h";u32;1;0;9999999;0;R;
"EB105-EP14 Tot. Pool1 op.time compr";"";40691;"h";u32;1;0;9999999;0;R;
"EB105-EP14 Tot. Pool2 op.time compr";"";40693;"h";u32;1;0;9999999;0;R;
"EB104-EP14 Tot. Cooling op.time compr";"";40701;"h";u32;1;0;9999999;0;R;
"EB104-EP14 Tot. Pool1 op.time compr";"";40703;"h";u32;1;0;9999999;0;R;
"EB104-EP14 Tot. Pool2 op.time compr";"";40705;"h";u32;1;0;9999999;0;R;
"EB103-EP14 Tot. Cooling op.time compr";"";40713;"h";u32;1;0;9999999;0;R;
"EB103-EP14 Tot. Pool1 op.time compr";"";40715;"h";u32;1;0;9999999;0;R;
"EB103-EP14 Tot. Pool2 op.time compr";"";40717;"h";u32;1;0;9999999;0;R;
"EB102-EP14 Tot. Cooling op.time compr";"";40725;"h";u32;1;0;9999999;0;R;
"EB102-EP14 Tot. Pool1 op.time compr";"";40727;"h";u32;1;0;9999999;0;R;
"EB102-EP14 Tot. Pool2 op.time compr";"";40729;"h";u32;1;0;9999999;0;R;
"EB101-EP14 Tot. Cooling op.time compr";"";40737;"h";u32;1;0;9999999;0;R;
"EB101-EP14 Tot. Pool1 op.time compr";"";40739;"h";u32;1;0;9999999;0;R;
"EB101-EP14 Tot. Pool2 op.time compr";"";40741;"h";u32;1;0;9999999;0;R;
"Tot. ext. HW add op.time";"Total external hw-electric additive operation time";40755;"h";s32;10;0;9999999;0;R;
"EB108 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40775;"Hz";u8;1;0;0;0;R;
"EB107 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40776;"Hz";u8;1;0;0;0;R;
"EB106 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40777;"Hz";u8;1;0;0;0;R;
"EB105 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40778;"Hz";u8;1;0;0;0;R;
"EB104 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40779;"Hz";u8;1;0;0;0;R;
"EB103 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40780;"Hz";u8;1;0;0;0;R;
"EB102 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40781;"Hz";u8;1;0;0;0;R;
"EB101 Cpr Frequency Desired F2040";"The desired frequency as shown in service info";40782;"Hz";u8;1;0;0;0;R;
"OPT state";"Indicates the state of the boiler connected through the OPT accessory.";40792;"";u8;1;0;0;0;R;
"OPT version";"Version of the OPT PCBA software";40793;"";u16;1;0;0;0;R;
"OPT rel. modulation level";"OPT relative modulation level";40801;"%";s16;10;0;0;0;R;
"OPT boiler temperature";"OPT boiler temperature";40802;"°C";s16;10;0;0;0;R;
"OPT boiler op. time";"OPT boiler operation time";40806;"h";u16;1;0;0;0;R;
"Available Heat Compressors";"Number of compressors available for heating";40818;"";u8;1;0;0;0;R;
"Available Hot Water Compressors";"Number of compressors available for to hot water";40819;"";u8;1;0;0;0;R;
"Available Pool 1 Compressors";"Number of compressors available for pool 1";40820;"";u8;1;0;0;0;R;
"Available Pool 2 Compressors";"Number of compressors available for pool 2";40821;"";u8;1;0;0;0;R;
"Available Cool Compressors";"Number of compressors available for cooling";40822;"";u8;1;0;0;0;R;
"BM1 Humidity ";"";40834;"%";s16;10;0;0;0;R;
"BM1 BT50 Room temp.";"";40856;"°C";s16;10;0;0;0;R;
"BM1 Pressure ";"";40857;"kPa";s16;10;0;0;0;R;
"BM1 Dewpoint";"";40858;"°C";s16;10;0;0;0;R;
"BT64 Average";"BT64 Cooling supply average";40889;"°C";s16;10;0;0;0;R;
"AZ10 Number of Starts";"";40928;"";u32;1;0;9999999;0;R;
"AZ10 Total Operating Time";"";40930;"h";u32;1;0;9999999;0;R;
"Degree Minutes (32 bit)";"Degree minutes, 32bit value. Full resolution.";40940;"";s32;10;-30000;30000;0;R/W;
"External ERS 1 accessory block status";"Indicates if the ERS accessory is externaly blocked.";40942;"";u8;1;0;0;0;R;
"External ERS 1 accessory EB17";"Indicates if the status of ERS accessory EB17. I = closed, 0 = open.";40943;"";u8;1;0;0;0;R;
"F135 AZ10-BT12 Cond. out";"";40947;"°C";s16;10;0;0;0;R;
"F135 AZ10-BT13 Cond. in";"";40948;"°C";s16;10;0;0;0;R;
"F135 AZ10-BT16 Evaporator temp";"";40949;"°C";s16;10;0;0;0;R;
"F135 AZ10-BT76 Defrosting temp";"";40950;"°C";s16;10;0;0;0;R;
"F135 AZ10-BT77 Air in temp";"";40951;"°C";s16;10;0;0;0;R;
"F135 AZ10 Active Alarm Number";"";40952;"";u16;1;0;0;0;R;
"F135 AZ10 Defrosting";"1 = Yes, 0 = No";40954;"";u8;1;0;0;0;R;
"F135 AZ10 Relay Status";"";40955;"";u8;1;0;0;0;R;
"F135 AZ10 Relay Status";"";40956;"";u8;1;0;0;0;R;
"F135 AZ10 Relay Status";"";40957;"";u8;1;0;0;0;R;
"F135 AZ10 Relay Status";"";40958;"";u8;1;0;0;0;R;
"F135 AZ10 Relay Status";"";40959;"";u8;1;0;0;0;R;
"F135 AZ10 Relay Status";"";40960;"";u8;1;0;0;0;R;
"F135 AZ10 Pump Speed";"";40961;"%";u8;1;0;0;0;R;
"F135 AZ10 Fan Speed";"";40962;"%";u8;1;0;0;0;R;
"F135 AZ10 Version";"";40964;"";u16;1;0;0;0;R;
"External Energy Meter 2 Accumulated Energy";"";40995;"kWh";u32;100;0;2147483647;0;R;
"External Energy Meter 1 Accumulated Energy";"";40997;"kWh";u32;100;0;2147483647;0;R;
"EB101 F2120 Alarm Number";"";41000;"";u8;1;0;0;0;R;
"EB101 F2120 Fan Speed";"F2120 Current Fan Speed";41002;"rpm";u16;1;0;0;0;R;
"EB101 F2120 Max Fan Speed";"F2120 Current Max Fan Speed";41003;"rpm";u16;1;0;0;0;R;
"EB101 F2120 Min Fan Speed";"F2120 Current Min Fan Speed";41004;"rpm";u16;1;0;0;0;R;
"EB101 F2120 Max Compressor Speed";"F2120 Current Max Compressor Speed";41005;"Hz";u16;10;0;0;0;R;
"EB101 F2120 Min Compressor Speed";"F2120 Current Min Compressor Speed";41006;"Hz";u16;10;0;0;0;R;
"EB101 F2120 Calculated Power";"F2120 Current Calculated Power";41007;"kW";u16;10;0;0;0;R;
"EB101 F2120 Time To Defrost";"";41008;"min";u16;1;0;0;0;R;
"Humidity average";"Humidity average";41027;"%";s16;10;0;0;0;R;
"EB108-EP14-BP8 LP Dew Pressure Sensor";"";41050;"°C";s16;10;0;0;0;R;
"EB108-EP14-BP9 HP Dew Pressure Sensor";"";41051;"°C";s16;10;0;0;0;R;
"EB108-EP14-BT81 Evi Temp";"";41052;"°C";s16;10;0;0;0;R;
"EB108-EP14-BP11 Evi Pressure";"";41053;"bar";s16;10;0;0;0;R;
"EB108-EP14-BP11 Evi Dew Pressure";"";41054;"°C";s16;10;0;0;0;R;
"EB108-EP14-BT84 Evaptor temp";"";41055;"°C";s16;10;0;0;0;R;
"EB108-EP14 Fan Status";"";41056;"";u8;1;0;0;0;R;
"EB108-EP14 Fan Set";"";41057;"rpm";u16;1;0;0;0;R;
"EB107-EP14-BP8 LP Dew Pressure Sensor";"";41066;"°C";s16;10;0;0;0;R;
"EB107-EP14-BP9 HP Dew Pressure Sensor";"";41067;"°C";s16;10;0;0;0;R;
"EB107-EP14-BT81 Evi Temp";"";41068;"°C";s16;10;0;0;0;R;
"EB107-EP14-BP11 Evi Pressure";"";41069;"bar";s16;10;0;0;0;R;
"EB107-EP14-BP11 Evi Dew Pressure";"";41070;"°C";s16;10;0;0;0;R;
"EB107-EP14-BT84 Evaptor temp";"";41071;"°C";s16;10;0;0;0;R;
"EB107-EP14 Fan Status";"";41072;"";u8;1;0;0;0;R;
"EB107-EP14 Fan Set";"";41073;"rpm";u16;1;0;0;0;R;
"EB106-EP14-BP8 LP Dew Pressure Sensor";"";41082;"°C";s16;10;0;0;0;R;
"EB106-EP14-BP9 HP Dew Pressure Sensor";"";41083;"°C";s16;10;0;0;0;R;
"EB106-EP14-BT81 Evi Temp";"";41084;"°C";s16;10;0;0;0;R;
"EB106-EP14-BP11 Evi Pressure";"";41085;"bar";s16;10;0;0;0;R;
"EB106-EP14-BP11 Evi Dew Pressure";"";41086;"°C";s16;10;0;0;0;R;
"EB106-EP14-BT84 Evaptor temp";"";41087;"°C";s16;10;0;0;0;R;
"EB106-EP14 Fan Status";"";41088;"";u8;1;0;0;0;R;
"EB106-EP14 Fan Set";"";41089;"rpm";u16;1;0;0;0;R;
"EB105-EP14-BP8 LP Dew Pressure Sensor";"";41098;"°C";s16;10;0;0;0;R;
"EB105-EP14-BP9 HP Dew Pressure Sensor";"";41099;"°C";s16;10;0;0;0;R;
"EB105-EP14-BT81 Evi Temp";"";41100;"°C";s16;10;0;0;0;R;
"EB105-EP14-BP11 Evi Pressure";"";41101;"bar";s16;10;0;0;0;R;
"EB105-EP14-BP11 Evi Dew Pressure";"";41102;"°C";s16;10;0;0;0;R;
"EB105-EP14-BT84 Evaptor temp";"";41103;"°C";s16;10;0;0;0;R;
"EB105-EP14 Fan Status";"";41104;"";u8;1;0;0;0;R;
"EB105-EP14 Fan Set";"";41105;"rpm";u16;1;0;0;0;R;
"EB104-EP14-BP8 LP Dew Pressure Sensor";"";41114;"°C";s16;10;0;0;0;R;
"EB104-EP14-BP9 HP Dew Pressure Sensor";"";41115;"°C";s16;10;0;0;0;R;
"EB104-EP14-BT81 Evi Temp";"";41116;"°C";s16;10;0;0;0;R;
"EB104-EP14-BP11 Evi Pressure";"";41117;"bar";s16;10;0;0;0;R;
"EB104-EP14-BP11 Evi Dew Pressure";"";41118;"°C";s16;10;0;0;0;R;
"EB104-EP14-BT84 Evaptor temp";"";41119;"°C";s16;10;0;0;0;R;
"EB104-EP14 Fan Status";"";41120;"";u8;1;0;0;0;R;
"EB104-EP14 Fan Set";"";41121;"rpm";u16;1;0;0;0;R;
"EB103-EP14-BP8 LP Dew Pressure Sensor";"";41130;"°C";s16;10;0;0;0;R;
"EB103-EP14-BP9 HP Dew Pressure Sensor";"";41131;"°C";s16;10;0;0;0;R;
"EB103-EP14-BT81 Evi Temp";"";41132;"°C";s16;10;0;0;0;R;
"EB103-EP14-BP11 Evi Pressure";"";41133;"bar";s16;10;0;0;0;R;
"EB103-EP14-BP11 Evi Dew Pressure";"";41134;"°C";s16;10;0;0;0;R;
"EB103-EP14-BT84 Evaptor temp";"";41135;"°C";s16;10;0;0;0;R;
"EB103-EP14 Fan Status";"";41136;"";u8;1;0;0;0;R;
"EB103-EP14 Fan Set";"";41137;"rpm";u16;1;0;0;0;R;
"EB102-EP14-BP8 LP Dew Pressure Sensor";"";41146;"°C";s16;10;0;0;0;R;
"EB102-EP14-BP9 HP Dew Pressure Sensor";"";41147;"°C";s16;10;0;0;0;R;
"EB102-EP14-BT81 Evi Temp";"";41148;"°C";s16;10;0;0;0;R;
"EB102-EP14-BP11 Evi Pressure";"";41149;"bar";s16;10;0;0;0;R;
"EB102-EP14-BP11 Evi Dew Pressure";"";41150;"°C";s16;10;0;0;0;R;
"EB102-EP14-BT84 Evaptor temp";"";41151;"°C";s16;10;0;0;0;R;
"EB102-EP14 Fan Status";"";41152;"";u8;1;0;0;0;R;
"EB102-EP14 Fan Set";"";41153;"rpm";u16;1;0;0;0;R;
"EB101-EP14-BP8 LP Dew Pressure Sensor";"";41162;"°C";s16;10;0;0;0;R;
"EB101-EP14-BP9 HP Dew Pressure Sensor";"";41163;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT81 Evi Temp";"";41164;"°C";s16;10;0;0;0;R;
"EB101-EP14-BP11 Evi Pressure";"";41165;"bar";s16;10;0;0;0;R;
"EB101-EP14-BP11 Evi Dew Pressure";"";41166;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT84 Evaptor temp";"";41167;"°C";s16;10;0;0;0;R;
"EB101-EP14 Fan Status";"";41168;"";u8;1;0;0;0;R;
"EB101-EP14 Fan Set";"";41169;"rpm";u16;1;0;0;0;R;
"Set point OPT boiler";"Set point OPT boiler";41186;"°C";s16;10;0;0;0;R;
"AZ10 High Condenser Out Alarm";"";41187;"";u8;1;0;0;0;R;
"AZ10 High Condenser In Alarm";"";41188;"";u8;1;0;0;0;R;
"PV Panel State";"";41191;"";u8;1;0;0;0;R;
"Smart Home Mode";"Current smart home mode, 0=Default,1=Away from home,2=Vacation";41265;"";u8;1;0;0;0;R;
"Offset to smart home system";"Offset to smart home system";41266;"°C";s8;10;0;0;0;R;
"Smart Home ctrl syst 8";"Smart Home is controlling the system";41267;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 7";"Smart Home is controlling the system";41268;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 6";"Smart Home is controlling the system";41269;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 5";"Smart Home is controlling the system";41270;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 4";"Smart Home is controlling the system";41271;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 3";"Smart Home is controlling the system";41272;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 2";"Smart Home is controlling the system";41273;"";u8;1;0;0;0;R;
"Smart Home ctrl syst 1";"Smart Home is controlling the system";41274;"";u8;1;0;0;0;R;
"OPT boiler has priority hot water";"OPT boiler has priority hot water";41287;"";u8;1;0;0;0;R;
"Smart energy source, energy source prio 7, start DM";"Energy source prio 7, start DM";41393;"";s32;1;0;0;0;R;
"Smart energy source, energy source prio 6, start DM";"Energy source prio 6, start DM";41395;"";s32;1;0;0;0;R;
"Smart energy source, energy source prio 5, start DM";"Energy source prio 5, start DM";41397;"";s32;1;0;0;0;R;
"Smart energy source, energy source prio 4, start DM";"Energy source prio 4, start DM";41399;"";s32;1;0;0;0;R;
"Smart energy source, energy source prio 3, start DM";"Energy source prio 3, start DM";41401;"";s32;1;0;0;0;R;
"Smart energy source, energy source prio 2, start DM";"Energy source prio 2, start DM";41403;"";s32;1;0;0;0;R;
"Smart energy source, energy source prio 1, start DM";"Energy source prio 1, start DM";41405;"";s32;1;0;0;0;R;
"Smart energy source, degree minute min value";"Smart energy source, degree minute min value in Smart energy source system";41421;"";s32;1;0;0;0;R;
"Smart energy source, actual OPT10 addition price";"Smart energy source, actual OPT10 addition price.";41424;"";u16;1;0;0;0;R;
"Smart energy source, actual shunt add price";"Smart energy source, actual external step addition price.";41425;"";u16;1;0;0;0;R;
"Smart energy source, actual ext. step add price";"Smart energy source, actual external step add price.";41426;"";u16;1;0;0;0;R;
"Smart energy source, actual electricity price";"Smart energy source, actual electricity price.";41427;"";u16;1;0;0;0;R;
"Smart energy source prioritze OPT10 in hot water";"";41446;"";u8;1;0;0;0;R;
"EB108 F2120 Alarm Number";"";41468;"";u8;1;0;0;0;R;
"EB108 F2120 Fan Speed";"F2120 Current Fan Speed";41469;"rpm";u16;1;0;0;0;R;
"EB108 F2120 Max Fan Speed";"F2120 Current Max Fan Speed";41470;"rpm";u16;1;0;0;0;R;
"EB108 F2120 Min Fan Speed";"F2120 Current Min Fan Speed";41471;"rpm";u16;1;0;0;0;R;
"EB108 F2120 Max Compressor Speed";"F2120 Current Max Compressor Speed";41472;"Hz";u16;10;0;0;0;R;
"EB108 F2120 Min Compressor Speed";"F2120 Current Min Compressor Speed";41473;"Hz";u16;10;0;0;0;R;
"EB108 F2120 Calculated Power";"F2120 Current Calculated Power";41474;"kW";u16;10;0;0;0;R;
"EB108 F2120 Time To Defrost";"";41475;"min";u16;1;0;0;0;R;
"EB107 F2120 Alarm Number";"";41493;"";u8;1;0;0;0;R;
"EB107 F2120 Fan Speed";"F2120 Current Fan Speed";41494;"rpm";u16;1;0;0;0;R;
"EB107 F2120 Max Fan Speed";"F2120 Current Max Fan Speed";41495;"rpm";u16;1;0;0;0;R;
"EB107 F2120 Min Fan Speed";"F2120 Current Min Fan Speed";41496;"rpm";u16;1;0;0;0;R;
"EB107 F2120 Max Compressor Speed";"F2120 Current Max Compressor Speed";41497;"Hz";u16;10;0;0;0;R;
"EB107 F2120 Min Compressor Speed";"F2120 Current Min Compressor Speed";41498;"Hz";u16;10;0;0;0;R;
"EB107 F2120 Calculated Power";"F2120 Current Calculated Power";41499;"kW";u16;10;0;0;0;R;
"EB107 F2120 Time To Defrost";"";41500;"min";u16;1;0;0;0;R;
"EB106 F2120 Alarm Number";"";41518;"";u8;1;0;0;0;R;
"EB106 F2120 Fan Speed";"F2120 Current Fan Speed";41519;"rpm";u16;1;0;0;0;R;
"EB106 F2120 Max Fan Speed";"F2120 Current Max Fan Speed";41520;"rpm";u16;1;0;0;0;R;
"EB106 F2120 Min Fan Speed";"F2120 Current Min Fan Speed";41521;"rpm";u16;1;0;0;0;R;
"EB106 F2120 Max Compressor Speed";"F2120 Current Max Compressor Speed";41522;"Hz";u16;10;0;0;0;R;
"EB106 F2120 Min Compressor Speed";"F2120 Current Min Compressor Speed";41523;"Hz";u16;10;0;0;0;R;
"EB106 F2120 Calculated Power";"F2120 Current Calculated Power";41524;"kW";u16;10;0;0;0;R;
"EB106 F2120 Time To Defrost";"";41525;"min";u16;1;0;0;0;R;
"EB105 F2120 Alarm Number";"";41543;"";u8;1;0;0;0;R;
"EB105 F2120 Fan Speed";"F2120 Current Fan Speed";41544;"rpm";u16;1;0;0;0;R;
"EB105 F2120 Max Fan Speed";"F2120 Current Max Fan Speed";41545;"rpm";u16;1;0;0;0;R;
"EB105 F2120 Min Fan Speed";"F2120 Current Min Fan Speed";41546;"rpm";u16;1;0;0;0;R;
"EB105 F2120 Max Compressor Speed";"F2120 Current Max Compressor Speed";41547;"Hz";u16;10;0;0;0;R;
"EB105 F2120 Min Compressor Speed";"F2120 Current Min Compressor Speed";41548;"Hz";u16;10;0;0;0;R;
"EB105 F2120 Calculated Power";"F2120 Current Calculated Power";41549;"kW";u16;10;0;0;0;R;
"EB105 F2120 Time To Defrost";"";41550;"min";u16;1;0;0;0;R;
"EB104 F2120 Alarm Number";"";41568;"";u8;1;0;0;0;R;
"EB104 F2120 Fan Speed";"F2120 Current Fan Speed";41569;"rpm";u16;1;0;0;0;R;
"EB104 F2120 Max Fan Speed";"F2120 Current Max Fan Speed";41570;"rpm";u16;1;0;0;0;R;
"EB104 F2120 Min Fan Speed";"F2120 Current Min Fan Speed";41571;"rpm";u16;1;0;0;0;R;
"EB104 F2120 Max Compressor Speed";"F2120 Current Max Compressor Speed";41572;"Hz";u16;10;0;0;0;R;
"EB104 F2120 Min Compressor Speed";"F2120 Current Min Compressor Speed";41573;"Hz";u16;10;0;0;0;R;
"EB104 F2120 Calculated Power";"F2120 Current Calculated Power";41574;"kW";u16;10;0;0;0;R;
"EB104 F2120 Time To Defrost";"";41575;"min";u16;1;0;0;0;R;
"EB103 F2120 Alarm Number";"";41593;"";u8;1;0;0;0;R;
"EB103 F2120 Fan Speed";"F2120 Current Fan Speed";41594;"rpm";u16;1;0;0;0;R;
"EB103 F2120 Max Fan Speed";"F2120 Current Max Fan Speed";41595;"rpm";u16;1;0;0;0;R;
