Title	Register type	Register	Division factor	Unit	Size of variable	Min value	Max value	Default value
Boiler temperature (BT52)	MODBUS_INPUT_REGISTER	38	10	°C	s16	0	0	0
External supply line (BT25)	MODBUS_INPUT_REGISTER	39	10	°C	s16	0	0	0
Flow sensor (BF1)	MODBUS_INPUT_REGISTER	40	10	l/m	s16	0	0	0
Electrical anode (EB100-FR1)	MODBUS_INPUT_REGISTER	41	1		s16	0	0	0
Current (BE3)	MODBUS_INPUT_REGISTER	46	10	A	u32	0	0	0
Current (BE2)	MODBUS_INPUT_REGISTER	48	10	A	u32	0	0	0
Current (BE1)	MODBUS_INPUT_REGISTER	50	10	A	u32	0	0	0
Pool (CL12-BT51)	MODBUS_INPUT_REGISTER	59	10	°C	s16	0	0	0
-	MODBUS_INPUT_REGISTER	60	10	°C	s16	0	0	0
-	MODBUS_INPUT_REGISTER	61	10	°C	s16	0	0	0
-	MODBUS_INPUT_REGISTER	62	10	°C	s16	0	0	0
-	MODBUS_INPUT_REGISTER	63	10	°C	s16	0	0	0
-	MODBUS_INPUT_REGISTER	64	10	°C	s16	0	0	0
-	MODBUS_INPUT_REGISTER	65	10	°C	s16	0	0	0
Collector in (AZ13-BT26)	MODBUS_INPUT_REGISTER	66	10	°C	s16	0	0	0
Collector in (AZ12-BT26)	MODBUS_INPUT_REGISTER	67	10	°C	s16	0	0	0
Collector in (AZ11-BT26)	MODBUS_INPUT_REGISTER	68	10	°C	s16	0	0	0
Collector out (AZ13-BT27)	MODBUS_INPUT_REGISTER	69	10	°C	s16	0	0	0
Collector out (AZ12-BT27)	MODBUS_INPUT_REGISTER	70	10	°C	s16	0	0	0
Collector out (AZ11-BT27)	MODBUS_INPUT_REGISTER	71	10	°C	s16	0	0	0
Low press (BP8)	MODBUS_INPUT_REGISTER	2308	100	bar	s16	0	0	0
Return line (EP23-BT3)	MODBUS_INPUT_REGISTER	75	10	°C	s16	0	0	0
Return line (EP22-BT3)	MODBUS_INPUT_REGISTER	76	10	°C	s16	0	0	0
Return line (EP21-BT3)	MODBUS_INPUT_REGISTER	77	10	°C	s16	0	0	0
Return line (EP15-BT3)	MODBUS_INPUT_REGISTER	78	10	°C	s16	0	0	0
Oil temperature (BT29)	MODBUS_INPUT_REGISTER	86	10	°C	s16	0	0	0
Outgoing hot water (BT70)	MODBUS_INPUT_REGISTER	87	10	°C	s16	0	0	0
Collector (EQ1-BT57)	MODBUS_INPUT_REGISTER	90	10	°C	s16	0	0	0
Heating dump (EQ1-BT75)	MODBUS_INPUT_REGISTER	91	10	°C	s16	0	0	0
Supply line (EP47-BT2)	MODBUS_INPUT_REGISTER	94	10	°C	s16	0	0	0
Supply line (EP46-BT2)	MODBUS_INPUT_REGISTER	95	10	°C	s16	0	0	0
Supply line (EP45-BT2)	MODBUS_INPUT_REGISTER	96	10	°C	s16	0	0	0
Supply line (EP44-BT2)	MODBUS_INPUT_REGISTER	97	10	°C	s16	0	0	0
Return line (EP47-BT3)	MODBUS_INPUT_REGISTER	98	10	°C	s16	0	0	0
Return line (EP46-BT3)	MODBUS_INPUT_REGISTER	99	10	°C	s16	0	0	0
Return line (EP45-BT3)	MODBUS_INPUT_REGISTER	100	10	°C	s16	0	0	0
Return line (EP44-BT3)	MODBUS_INPUT_REGISTER	101	10	°C	s16	0	0	0
Brine in (EP10-BT26)	MODBUS_INPUT_REGISTER	106	10	°C	s16	0	0	0
id:149	MODBUS_INPUT_REGISTER	108	10	°C	s16	0	0	0
Room average temp. clim. system 8 (BT50)	MODBUS_INPUT_REGISTER	109	10	°C	s16	0	0	0
Room average temp. clim. system 7 (BT50)	MODBUS_INPUT_REGISTER	110	10	°C	s16	0	0	0
Room average temp. clim. system 6 (BT50)	MODBUS_INPUT_REGISTER	111	10	°C	s16	0	0	0
Room average temp. clim. system 5 (BT50)	MODBUS_INPUT_REGISTER	112	10	°C	s16	0	0	0
Room average temp. clim. system 4 (BT50)	MODBUS_INPUT_REGISTER	113	10	°C	s16	0	0	0
Room average temp. clim. system 3 (BT50)	MODBUS_INPUT_REGISTER	114	10	°C	s16	0	0	0
Room average temp. clim. system 2 (BT50)	MODBUS_INPUT_REGISTER	115	10	°C	s16	0	0	0
Room average temp. clim. system 1 (BT50)	MODBUS_INPUT_REGISTER	116	10	°C	s16	0	0	0
External cooling supply temperature (BT25)	MODBUS_INPUT_REGISTER	119	10	°C	s16	0	0	0
Oper. mode shunt climate system 8	MODBUS_INPUT_REGISTER	129	1		u8	0	0	0
Oper. mode shunt climate system 7	MODBUS_INPUT_REGISTER	130	1		u8	0	0	0
Oper. mode shunt climate system 6	MODBUS_INPUT_REGISTER	131	1		u8	0	0	0
Oper. mode shunt climate system 5	MODBUS_INPUT_REGISTER	132	1		u8	0	0	0
id:246	MODBUS_INPUT_REGISTER	133	1		u8	0	0	0
Relay status (ERS 1)	MODBUS_INPUT_REGISTER	134	1		u8	0	0	0
Fan speed (AZ30-GQ2)	MODBUS_INPUT_REGISTER	135	1	%	u8	0	0	0
Fan speed (AZ30-GQ3)	MODBUS_INPUT_REGISTER	136	1	%	u8	0	0	0
Current hot water mode controlled by	MODBUS_INPUT_REGISTER	137	1		s8	0	0	0
Inverter limit status	MODBUS_INPUT_REGISTER	138	1		u8	0	0	0
Inverter fault reset	MODBUS_HOLDING_REGISTER	2755	1		u16	1	1	1
Requested compressor frequency	MODBUS_INPUT_REGISTER	140	1	Hz	u16	0	0	0
Max. compressor frequency, heating	MODBUS_INPUT_REGISTER	141	100	Hz	u16	0	0	0
Inverter alarm code	MODBUS_INPUT_REGISTER	142	1		u16	0	0	0
Inverter fault code	MODBUS_INPUT_REGISTER	143	1		u16	0	0	0
Inverter run command	MODBUS_INPUT_REGISTER	144	1		u16	0	0	0
Inverter pic. version	MODBUS_INPUT_REGISTER	145	1		u16	0	0	0
Inverter 8051 version	MODBUS_INPUT_REGISTER	146	1		u16	0	0	0
Inverter wizard	MODBUS_INPUT_REGISTER	147	1		u16	0	0	0
Inverter version (MCE)	MODBUS_INPUT_REGISTER	148	1		u16	0	0	0
Inverter hw version	MODBUS_INPUT_REGISTER	149	1		u16	0	0	0
Inverter hw type	MODBUS_INPUT_REGISTER	150	1		u16	0	0	0
External adjustment climate system 8	MODBUS_INPUT_REGISTER	151	1		u8	0	0	0
External adjustment climate system 7	MODBUS_INPUT_REGISTER	152	1		u8	0	0	0
External adjustment climate system 6	MODBUS_INPUT_REGISTER	153	1		u8	0	0	0
External adjustment climate system 5	MODBUS_INPUT_REGISTER	154	1		u8	0	0	0
Climate system 8	MODBUS_INPUT_REGISTER	156	1		u8	0	0	0
Climate system 7	MODBUS_INPUT_REGISTER	157	1		u8	0	0	0
Climate system 6	MODBUS_INPUT_REGISTER	158	1		u8	0	0	0
Climate system 5	MODBUS_INPUT_REGISTER	159	1		u8	0	0	0
Extra cooling	MODBUS_INPUT_REGISTER	160	1		u8	0	0	0
Hot water comfort return (BT82)	MODBUS_INPUT_REGISTER	174	10	°C	s16	0	0	0
Hot water comfort heater (BT83)	MODBUS_INPUT_REGISTER	175	10	°C	s16	0	0	0
Compressor, total time pool, heat pump 8 (EP15)	MODBUS_INPUT_REGISTER	179	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 8 (EP15)	MODBUS_INPUT_REGISTER	181	1	h	u32	0	0	0
Compressor, total time pool, heat pump 8 (EP14)	MODBUS_INPUT_REGISTER	185	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 8 (EP14)	MODBUS_INPUT_REGISTER	187	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 7 (EP15)	MODBUS_INPUT_REGISTER	191	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 7 (EP15)	MODBUS_INPUT_REGISTER	193	1	h	u32	0	0	0
Compressor, total time pool, heat pump 7 (EP14)	MODBUS_INPUT_REGISTER	197	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 7 (EP14)	MODBUS_INPUT_REGISTER	199	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 6 (EP15)	MODBUS_INPUT_REGISTER	203	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 6 (EP15)	MODBUS_INPUT_REGISTER	205	1	h	u32	0	0	0
Compressor, total time pool, heat pump 6 (EP14)	MODBUS_INPUT_REGISTER	209	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 6 (EP14)	MODBUS_INPUT_REGISTER	211	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 5 (EP15)	MODBUS_INPUT_REGISTER	215	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 5 (EP15)	MODBUS_INPUT_REGISTER	217	1	h	u32	0	0	0
Compressor, total time pool, heat pump 5 (EP14)	MODBUS_INPUT_REGISTER	221	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 5 (EP14)	MODBUS_INPUT_REGISTER	223	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 4 (EP15)	MODBUS_INPUT_REGISTER	227	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 4 (EP15)	MODBUS_INPUT_REGISTER	229	1	h	u32	0	0	0
Compressor, total time pool, heat pump 4 (EP14)	MODBUS_INPUT_REGISTER	233	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 4 (EP14)	MODBUS_INPUT_REGISTER	235	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 3 (EP15)	MODBUS_INPUT_REGISTER	239	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 3 (EP15)	MODBUS_INPUT_REGISTER	241	1	h	u32	0	0	0
Compressor, total time pool, heat pump 3 (EP14)	MODBUS_INPUT_REGISTER	245	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 3 (EP14)	MODBUS_INPUT_REGISTER	247	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 2 (EP15)	MODBUS_INPUT_REGISTER	251	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 2 (EP15)	MODBUS_INPUT_REGISTER	253	1	h	u32	0	0	0
Compressor, total time pool, heat pump 2 (EP14)	MODBUS_INPUT_REGISTER	257	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 2 (EP14)	MODBUS_INPUT_REGISTER	259	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 1 (EP15)	MODBUS_INPUT_REGISTER	263	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 1 (EP15)	MODBUS_INPUT_REGISTER	265	1	h	u32	0	0	0
Compressor, total time pool, heat pump 1 (EP14)	MODBUS_INPUT_REGISTER	269	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 1 (EP14)	MODBUS_INPUT_REGISTER	271	1	h	u32	0	2147483647	0
Compressor, total time cooling, main unit (EP14)	MODBUS_INPUT_REGISTER	279	1	h	u32	0	2147483647	0
Compressor, total time pool, main unit (EP14)	MODBUS_INPUT_REGISTER	281	1	h	u32	0	2147483647	0
Compressor, total time pool 2, main unit (EP14)	MODBUS_INPUT_REGISTER	283	1	h	u32	0	2147483647	0
Heat pump 8 requested compressor frequency	MODBUS_INPUT_REGISTER	294	1	Hz	u8	0	0	0
Heat pump 7 requested compressor frequency	MODBUS_INPUT_REGISTER	295	1	Hz	u8	0	0	0
Heat pump 6 requested compressor frequency	MODBUS_INPUT_REGISTER	296	1	Hz	u8	0	0	0
Heat pump 5 requested compressor frequency	MODBUS_INPUT_REGISTER	297	1	Hz	u8	0	0	0
Heat pump 4 requested compressor frequency	MODBUS_INPUT_REGISTER	298	1	Hz	u8	0	0	0
Heat pump 3 requested compressor frequency	MODBUS_INPUT_REGISTER	299	1	Hz	u8	0	0	0
Heat pump 2 requested compressor frequency	MODBUS_INPUT_REGISTER	300	1	Hz	u8	0	0	0
Heat pump 1 requested compressor frequency	MODBUS_INPUT_REGISTER	301	1	Hz	u8	0	0	0
Frost protection heat exchanger heat pump 8	MODBUS_INPUT_REGISTER	303	1		u8	0	0	0
Frost protection heat exchanger heat pump 7	MODBUS_INPUT_REGISTER	304	1		u8	0	0	0
Frost protection heat exchanger heat pump 6	MODBUS_INPUT_REGISTER	305	1		u8	0	0	0
Frost protection heat exchanger heat pump 5	MODBUS_INPUT_REGISTER	306	1		u8	0	0	0
Frost protection heat exchanger heat pump 4	MODBUS_INPUT_REGISTER	307	1		u8	0	0	0
Frost protection heat exchanger heat pump 3	MODBUS_INPUT_REGISTER	308	1		u8	0	0	0
Frost protection heat exchanger heat pump 2	MODBUS_INPUT_REGISTER	309	1		u8	0	0	0
Status (OPT)	MODBUS_INPUT_REGISTER	311	1		u8	0	0	0
Version (OPT)	MODBUS_INPUT_REGISTER	312	1		u16	0	0	0
OPT relay, modulation level	MODBUS_INPUT_REGISTER	313	10	%	s16	0	0	0
OPT operating time	MODBUS_INPUT_REGISTER	315	1	h	u16	0	0	0
Compressor restrictions	MODBUS_INPUT_REGISTER	2021	1		u32	0	0	0
Available compressors heating	MODBUS_INPUT_REGISTER	317	1		u8	0	0	0
Available compressors hot water	MODBUS_INPUT_REGISTER	318	1		u8	0	0	0
Available compressors pool 1	MODBUS_INPUT_REGISTER	319	1		u8	0	0	0
Available compressors pool 2	MODBUS_INPUT_REGISTER	320	1		u8	0	0	0
Available compressors cooling	MODBUS_INPUT_REGISTER	321	1		u8	0	0	0
Available compressors external control	MODBUS_INPUT_REGISTER	322	1		u8	0	0	0
Humidity (BM1)	MODBUS_INPUT_REGISTER	323	10	%	s16	0	0	0
Temperature (BM1)	MODBUS_INPUT_REGISTER	324	10	°C	s16	0	0	0
Pressure (BM1)	MODBUS_INPUT_REGISTER	325	10	kPa	s16	0	0	0
Dew point (BM1)	MODBUS_INPUT_REGISTER	326	10	°C	s16	0	0	0
Supply temperature (BT64)	MODBUS_INPUT_REGISTER	337	10	°C	s16	0	0	0
Heat pump functionality 2	MODBUS_INPUT_REGISTER	338	1		u32	0	0	0
Status (EQ1)	MODBUS_INPUT_REGISTER	340	1		u8	0	0	0
Status, heating dump shunt (EQ1)	MODBUS_INPUT_REGISTER	341	1		u8	0	0	0
Degree minutes	MODBUS_HOLDING_REGISTER	11	10	DM	s32	-30000	30000	0
Blocking (ERS 1)	MODBUS_INPUT_REGISTER	358	1		u8	0	0	0
AZ30-EB17	MODBUS_INPUT_REGISTER	359	1		u8	0	0	0
id:803	MODBUS_INPUT_REGISTER	377	1		u32	0	2147483647	0
id:804	MODBUS_INPUT_REGISTER	379	1		u32	0	0	0
id:805	MODBUS_INPUT_REGISTER	381	1		u32	0	2147483647	0
id:806	MODBUS_INPUT_REGISTER	383	1		u32	0	0	0
Seconds of blank time left, charge pump 8	MODBUS_INPUT_REGISTER	385	1		u8	0	0	0
Seconds of blank time left, charge pump 7	MODBUS_INPUT_REGISTER	386	1		u8	0	0	0
Seconds of blank time left, charge pump 6	MODBUS_INPUT_REGISTER	387	1		u8	0	0	0
Seconds of blank time left, charge pump 5	MODBUS_INPUT_REGISTER	388	1		u8	0	0	0
Seconds of blank time left, charge pump 4	MODBUS_INPUT_REGISTER	389	1		u8	0	0	0
Seconds of blank time left, charge pump 3	MODBUS_INPUT_REGISTER	390	1		u8	0	0	0
Seconds of blank time left, charge pump 2	MODBUS_INPUT_REGISTER	391	1		u8	0	0	0
Seconds of blank time left, charge pump 1	MODBUS_INPUT_REGISTER	392	1		u8	0	0	0
Inverter min speed	MODBUS_INPUT_REGISTER	394	1		u16	0	0	0
Inverter max speed	MODBUS_INPUT_REGISTER	395	1		u16	0	0	0
Max fan speed (EB101)	MODBUS_INPUT_REGISTER	402	1	rpm	u16	0	0	0
Min fan speed (EB101)	MODBUS_INPUT_REGISTER	403	1	rpm	u16	0	0	0
Generated power heating (EB101)	MODBUS_INPUT_REGISTER	406	10	kW	u16	0	0	0
Time to defrosting (EB101)	MODBUS_INPUT_REGISTER	407	1	min	u16	0	0	0
Defrosting index (EB101)	MODBUS_INPUT_REGISTER	408	1		u16	0	0	0
Superheat reference EEV (EB101)	MODBUS_INPUT_REGISTER	409	10	°C	s16	0	0	0
Superheat EEV (EB101)	MODBUS_INPUT_REGISTER	410	10	°C	s16	0	0	0
EEV-ssh-error (EB101)	MODBUS_INPUT_REGISTER	411	10	°C	s16	0	0	0
Superheat temp. reference EEV (EB101)	MODBUS_INPUT_REGISTER	412	10	°C	s16	0	0	0
Set point value EEV (EB101)	MODBUS_INPUT_REGISTER	413	10	°C	s16	0	0	0
EEV PV (EB101)	MODBUS_INPUT_REGISTER	414	10	°C	s16	0	0	0
EEV-te-error average open (EB101)	MODBUS_INPUT_REGISTER	415	10	°C	s16	0	0	0
Degree of opening EEV (EB101)	MODBUS_INPUT_REGISTER	416	1		u16	0	0	0
Superheat reference EVI (EB101)	MODBUS_INPUT_REGISTER	417	10	°C	s16	0	0	0
Superheat EVI (EB101)	MODBUS_INPUT_REGISTER	418	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB101)	MODBUS_INPUT_REGISTER	419	10	°C	s16	0	0	0
Superheat temp. reference EVI (EB101)	MODBUS_INPUT_REGISTER	420	10	°C	s16	0	0	0
Set point value EVI (EB101)	MODBUS_INPUT_REGISTER	421	10	°C	s16	0	0	0
EVI PV (EB101)	MODBUS_INPUT_REGISTER	422	10	°C	s16	0	0	0
EEV-te-error average open in (EVI)(EB101)	MODBUS_INPUT_REGISTER	423	10	°C	s16	0	0	0
Degree of opening EVI (EB101)	MODBUS_INPUT_REGISTER	424	1		u16	0	0	0
id:859	MODBUS_INPUT_REGISTER	426	10	%RH	s16	0	0	0
id:861	MODBUS_INPUT_REGISTER	427	1		u32	0	0	0
id:862	MODBUS_INPUT_REGISTER	429	1		u16	0	0	0
Low press (EB108 BP8 dew)	MODBUS_INPUT_REGISTER	438	10	°C	s16	0	0	0
Hi press (EB108 BP9 dew)	MODBUS_INPUT_REGISTER	439	10	°C	s16	0	0	0
Pressure sensor, injection (EB108-BP11)	MODBUS_INPUT_REGISTER	441	10		s16	0	0	0
EVI pressure (EB108-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	442	10	°C	s16	0	0	0
Fan status (EB108-EP14)	MODBUS_INPUT_REGISTER	444	1		u8	0	0	0
Fan rpm (EB108-EP14)	MODBUS_INPUT_REGISTER	445	1	rpm	u16	0	0	0
Low press (EB107 BP8 dew)	MODBUS_INPUT_REGISTER	454	10	°C	s16	0	0	0
Hi press (EB107 BP9 dew)	MODBUS_INPUT_REGISTER	455	10	°C	s16	0	0	0
Pressure sensor, injection (EB107-BP11)	MODBUS_INPUT_REGISTER	457	10		s16	0	0	0
EVI pressure (EB107-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	458	10	°C	s16	0	0	0
Fan status (EB107-EP14)	MODBUS_INPUT_REGISTER	460	1		u8	0	0	0
Fan rpm (EB107-EP14)	MODBUS_INPUT_REGISTER	461	1	rpm	u16	0	0	0
Low press (EB106 BP8 dew)	MODBUS_INPUT_REGISTER	470	10	°C	s16	0	0	0
Hi press (EB106 BP9 dew)	MODBUS_INPUT_REGISTER	471	10	°C	s16	0	0	0
Pressure sensor, injection (EB106-BP11)	MODBUS_INPUT_REGISTER	473	10		s16	0	0	0
EVI pressure (EB106-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	474	10	°C	s16	0	0	0
Fan status (EB106-EP14)	MODBUS_INPUT_REGISTER	476	1		u8	0	0	0
Fan rpm (EB106-EP14)	MODBUS_INPUT_REGISTER	477	1	rpm	u16	0	0	0
Low press (EB105 BP8 dew)	MODBUS_INPUT_REGISTER	486	10	°C	s16	0	0	0
Hi press (EB105 BP9 dew)	MODBUS_INPUT_REGISTER	487	10	°C	s16	0	0	0
Pressure sensor, injection (EB105-BP11)	MODBUS_INPUT_REGISTER	489	10		s16	0	0	0
EVI pressure (EB105-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	490	10	°C	s16	0	0	0
Fan status (EB105-EP14)	MODBUS_INPUT_REGISTER	492	1		u8	0	0	0
Fan rpm (EB105-EP14)	MODBUS_INPUT_REGISTER	493	1	rpm	u16	0	0	0
Low press (EB104 BP8 dew)	MODBUS_INPUT_REGISTER	502	10	°C	s16	0	0	0
Hi press (EB104 BP9 dew)	MODBUS_INPUT_REGISTER	503	10	°C	s16	0	0	0
Pressure sensor, injection (EB104-BP11)	MODBUS_INPUT_REGISTER	505	10		s16	0	0	0
EVI pressure (EB104-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	506	10	°C	s16	0	0	0
Fan status (EB104-EP14)	MODBUS_INPUT_REGISTER	508	1		u8	0	0	0
Fan rpm (EB104-EP14)	MODBUS_INPUT_REGISTER	509	1	rpm	u16	0	0	0
Low press (EB103 BP8 dew)	MODBUS_INPUT_REGISTER	518	10	°C	s16	0	0	0
Hi press (EB103 BP9 dew)	MODBUS_INPUT_REGISTER	519	10	°C	s16	0	0	0
Pressure sensor, injection (EB103-BP11)	MODBUS_INPUT_REGISTER	521	10		s16	0	0	0
EVI pressure (EB103-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	522	10	°C	s16	0	0	0
Fan status (EB103-EP14)	MODBUS_INPUT_REGISTER	524	1		u8	0	0	0
Fan rpm (EB103-EP14)	MODBUS_INPUT_REGISTER	525	1	rpm	u16	0	0	0
Low press (EB102 BP8 dew)	MODBUS_INPUT_REGISTER	534	10	°C	s16	0	0	0
Hi press (EB102 BP9 dew)	MODBUS_INPUT_REGISTER	535	10	°C	s16	0	0	0
Pressure sensor, injection (EB102-EP14-BP11)	MODBUS_INPUT_REGISTER	537	10		s16	0	0	0
EVI pressure (EB102-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	538	10	°C	s16	0	0	0
Fan status (EB102-EP14)	MODBUS_INPUT_REGISTER	540	1		u8	0	0	0
Fan rpm (EB102-EP14)	MODBUS_INPUT_REGISTER	541	1	rpm	u16	0	0	0
Low press (EB101 BP8 dew)	MODBUS_INPUT_REGISTER	550	10	°C	s16	0	0	0
Hi press (EB101 BP9 dew)	MODBUS_INPUT_REGISTER	551	10	°C	s16	0	0	0
Pressure sensor, injection (EB101-BP11)	MODBUS_INPUT_REGISTER	553	10		s16	0	0	0
EVI pressure (EB101-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	554	10	°C	s16	0	0	0
Fan status (EB101-EP14)	MODBUS_INPUT_REGISTER	556	1		u8	0	0	0
Fan rpm (EB101-EP14)	MODBUS_INPUT_REGISTER	557	1	rpm	u16	0	0	0
Operating mode PV panels	MODBUS_INPUT_REGISTER	579	1		u8	0	0	0
EME lux mode without EME	MODBUS_INPUT_REGISTER	581	1		u8	0	0	0
Timer (EME)	MODBUS_INPUT_REGISTER	582	60	min	u16	0	0	0
Fan mode 4	MODBUS_INPUT_REGISTER	590	1	%	u8	0	0	0
Fan mode 3	MODBUS_INPUT_REGISTER	591	1	%	u8	0	0	0
Fan mode 2	MODBUS_INPUT_REGISTER	592	1	%	u8	0	0	0
Is the compressor accessible	MODBUS_INPUT_REGISTER	593	1		u8	0	0	0
Prio, hot water (OPT)	MODBUS_INPUT_REGISTER	604	1		u8	0	0	0
Permit (undefined)	MODBUS_INPUT_REGISTER	683	1		u8	0	0	0
Permit (undefined)	MODBUS_INPUT_REGISTER	684	1		u8	0	0	0
Permit (undefined)	MODBUS_INPUT_REGISTER	685	1		u8	0	0	0
Permit (OPT 10) additional heat	MODBUS_INPUT_REGISTER	686	1		u8	0	0	0
Permit ext. imm. heater step	MODBUS_INPUT_REGISTER	687	1		u8	0	0	0
Permit int. imm. heater step	MODBUS_INPUT_REGISTER	688	1		u8	0	0	0
Permit shunted additional heat	MODBUS_INPUT_REGISTER	689	1		u8	0	0	0
Permit prioritised additional heat	MODBUS_INPUT_REGISTER	690	1		u8	0	0	0
Permit (EB108-EP15)	MODBUS_INPUT_REGISTER	691	1		u8	0	0	0
Permit (EB107-EP15)	MODBUS_INPUT_REGISTER	692	1		u8	0	0	0
Permit (EB106-EP15)	MODBUS_INPUT_REGISTER	693	1		u8	0	0	0
Permit (EB105-EP15)	MODBUS_INPUT_REGISTER	694	1		u8	0	0	0
Permit (EB104-EP15)	MODBUS_INPUT_REGISTER	695	1		u8	0	0	0
Permit (EB103-EP15)	MODBUS_INPUT_REGISTER	696	1		u8	0	0	0
Permit (EB102-EP15)	MODBUS_INPUT_REGISTER	697	1		u8	0	0	0
Permit (EB101-EP15)	MODBUS_INPUT_REGISTER	698	1		u8	0	0	0
Permit (EB100-EP15)	MODBUS_INPUT_REGISTER	699	1		u8	0	0	0
Permit (EB108-EP14)	MODBUS_INPUT_REGISTER	700	1		u8	0	0	0
Permit (EB107-EP14)	MODBUS_INPUT_REGISTER	701	1		u8	0	0	0
Permit (EB106-EP14)	MODBUS_INPUT_REGISTER	702	1		u8	0	0	0
Permit (EB105-EP14)	MODBUS_INPUT_REGISTER	703	1		u8	0	0	0
Permit (EB104-EP14)	MODBUS_INPUT_REGISTER	704	1		u8	0	0	0
Permit (EB103-EP14)	MODBUS_INPUT_REGISTER	705	1		u8	0	0	0
Permit (EB102-EP14)	MODBUS_INPUT_REGISTER	706	1		u8	0	0	0
Permit (EB101-EP14)	MODBUS_INPUT_REGISTER	707	1		u8	0	0	0
Permit (EB100-EP14)	MODBUS_INPUT_REGISTER	708	1		u8	0	0	0
Smart energy source, priority 7, start DM	MODBUS_INPUT_REGISTER	709	1		s32	0	0	0
Smart energy source, priority 6, start DM	MODBUS_INPUT_REGISTER	711	1		s32	0	0	0
Smart energy source, priority 5, start DM	MODBUS_INPUT_REGISTER	713	1		s32	0	0	0
Smart energy source, priority 4, start DM	MODBUS_INPUT_REGISTER	715	1		s32	0	0	0
Smart energy source, priority 3, start DM	MODBUS_INPUT_REGISTER	717	1		s32	0	0	0
Smart energy source, priority 2, start DM	MODBUS_INPUT_REGISTER	719	1		s32	0	0	0
